,stnode,endnode,Wkt,one_way,key,infra_type,length,osm_id,geometry
8677,7165,6360,"LINESTRING (-21.9008393 64.144389, -21.9008522 64.1443672, -21.9008545 64.1443522, -21.9008528 64.1443342, -21.9008454 64.1443174, -21.900827 64.1443024, -21.9007992 64.1442904, -21.9007612 64.144282, -21.900719 64.1442794, -21.9006772 64.1442829, -21.9006383 64.1442927, -21.9006093 64.1443077, -21.9005947 64.1443239, -21.900592 64.1443413, -21.900599 64.1443575, -21.9006124 64.144373, -21.9006398 64.1443917, -21.9006765 64.1444071)",,edge_8866,service,0.03501810350825322,6ec12147-72ec-4932-8576-e5577bdc60a8,"LINESTRING (-21.9008393 64.144389, -21.9006765 64.1444071)"
8678,7166,11228,"LINESTRING (-21.8275315 64.100049, -21.8267306 64.1000471)",,edge_307,service,0.03904982236036565,345d4547-b4df-4426-9066-69bf17cfc82d,"LINESTRING (-21.8275315 64.100049, -21.8267306 64.1000471)"
8679,7169,2496,"LINESTRING (-21.8258071 64.0951828, -21.8259496 64.0952008, -21.8262576 64.0952939)",,edge_528,residential,0.02548965605168553,b1d44b02-4270-4dbb-a51f-fa14b344856e,"LINESTRING (-21.8258071 64.0951828, -21.8262576 64.0952939)"
8680,7169,6156,"LINESTRING (-21.8258071 64.0951828, -21.8256145 64.0951772, -21.8251915 64.0952284, -21.8246055 64.0952994, -21.8242028 64.0955813)",,edge_529,residential,0.09752489502559741,8a20319a-971e-4082-a0ff-a4577a4c02f8,"LINESTRING (-21.8258071 64.0951828, -21.8242028 64.0955813)"
8681,7170,12670,"LINESTRING (-21.8767532 64.131999, -21.8767912 64.1319441, -21.8768736 64.1318293)",,edge_2432,residential,0.01980614348749495,a4fbcf15-aa0c-42fa-b89b-b7094534c9f2,"LINESTRING (-21.8767532 64.131999, -21.8768736 64.1318293)"
8682,7170,1725,"LINESTRING (-21.8767532 64.131999, -21.8769755 64.1320338, -21.8774924 64.1321047)",,edge_2443,service,0.03788531458989102,e295d09e-2a5f-492d-9895-d7e47a43690a,"LINESTRING (-21.8767532 64.131999, -21.8774924 64.1321047)"
8683,7171,16324,"LINESTRING (-21.8556088 64.1246398, -21.8555417 64.1246073)",,edge_3891,residential,0.004879652363330855,c76e4fbd-c65c-4fae-8870-49b3936a62cc,"LINESTRING (-21.8556088 64.1246398, -21.8555417 64.1246073)"
8684,7172,181,"LINESTRING (-21.8685391 64.1296914, -21.8682816 64.1300485)",,edge_3236,service,0.0417380574624176,c6d315f2-59f9-4f35-a530-7811ee7e9a94,"LINESTRING (-21.8685391 64.1296914, -21.8682816 64.1300485)"
8685,7172,152,"LINESTRING (-21.8685391 64.1296914, -21.86843 64.129676)",,edge_3243,service,0.00558414883736714,6f7e318f-71d0-424f-8db2-9377fff8353f,"LINESTRING (-21.8685391 64.1296914, -21.86843 64.129676)"
8686,7173,2019,"LINESTRING (-21.8788995 64.1364516, -21.8790879 64.1365599)",,edge_2689,residential,0.015163121902463828,8fb24555-e603-4350-9b69-bec533935b58,"LINESTRING (-21.8788995 64.1364516, -21.8790879 64.1365599)"
8687,7174,10951,"LINESTRING (-21.8057731 64.1430384, -21.8057946 64.1429827, -21.8059272 64.1425888, -21.805894 64.1424987, -21.8058506 64.1424605, -21.8058103 64.1424251, -21.805695 64.1423769, -21.805512 64.1423328, -21.8047997 64.1422871)",,edge_6069,unclassified,0.1230099887523782,849d0bff-c839-48d7-a98f-19c072b21ff9,"LINESTRING (-21.8057731 64.1430384, -21.8047997 64.1422871)"
8688,7175,14353,"LINESTRING (-21.9034165 64.1380132, -21.9036435 64.1380358, -21.9038107 64.1380532, -21.9042044 64.1380932, -21.9051622 64.1381905)",,edge_8442,residential,0.08726636506137457,d89a6728-c5e8-4668-b491-f769442df1b3,"LINESTRING (-21.9034165 64.1380132, -21.9051622 64.1381905)"
8689,7175,15135,"LINESTRING (-21.9034165 64.1380132, -21.9033699 64.1380789, -21.903364 64.1380873, -21.9033533 64.1381027)",,edge_8482,service,0.010441196413331053,60a603c5-9932-4f77-80c9-749c36272b5e,"LINESTRING (-21.9034165 64.1380132, -21.9033533 64.1381027)"
8690,7175,6048,"LINESTRING (-21.9034165 64.1380132, -21.903475 64.1379321, -21.9036022 64.1377712, -21.9037991 64.1375222)",,edge_9545,residential,0.05782265428553856,ed71c81b-57a4-4c59-8345-e7e4d8840544,"LINESTRING (-21.9034165 64.1380132, -21.9037991 64.1375222)"
8691,7176,14037,"LINESTRING (-21.9824921 64.1459126, -21.9819426 64.1461676, -21.9818833 64.1461951)",,edge_13849,service,0.04324332724104818,b32ae79c-89c0-45cb-b414-3f74ceb72ec4,"LINESTRING (-21.9824921 64.1459126, -21.9818833 64.1461951)"
8692,7180,8892,"LINESTRING (-21.7773942 64.1250715, -21.7769689 64.125042, -21.7768245 64.1250411)",,edge_20091,service,0.028011866489440373,c6759923-1606-42a2-aaef-5e2796b41c41,"LINESTRING (-21.7773942 64.1250715, -21.7768245 64.1250411)"
8693,7181,17952,"LINESTRING (-21.8599906 64.1466327, -21.8597152 64.1464175, -21.8592148 64.1461312, -21.8589385 64.1459758, -21.858949 64.145839)",,edge_6759,residential,0.10482141172277205,cfdcdc02-c39e-4331-b7c4-51479b659c5f,"LINESTRING (-21.8599906 64.1466327, -21.858949 64.145839)"
8694,7181,16192,"LINESTRING (-21.8599906 64.1466327, -21.8599028 64.1465927, -21.8585283 64.1459702, -21.8577968 64.1456389, -21.8575754 64.1455386)",,edge_6760,primary,0.16940366808997478,bb64f42f-ca54-4194-ac77-3013d5b434a4,"LINESTRING (-21.8599906 64.1466327, -21.8575754 64.1455386)"
8695,7183,13377,"LINESTRING (-21.7976359 64.1244395, -21.7993853 64.1244126)",,edge_4955,trunk,0.08527308111179642,2d524ef4-15ee-4c9f-adac-4246141435c3,"LINESTRING (-21.7976359 64.1244395, -21.7993853 64.1244126)"
8696,7183,13377,"LINESTRING (-21.7976359 64.1244395, -21.7979621 64.1244871, -21.7983675 64.1244794, -21.799099 64.1244655, -21.7993853 64.1244126)",,edge_4984,service,0.0873306699474445,80b3d617-c9dc-46ca-a38a-a271abc2c57a,"LINESTRING (-21.7976359 64.1244395, -21.7993853 64.1244126)"
8697,7184,8283,"LINESTRING (-21.7646232 64.1548406, -21.7634477 64.1552375)",,edge_18474,residential,0.07231607881833442,64610eeb-e55b-49e4-be2c-61e2e1a5ea43,"LINESTRING (-21.7646232 64.1548406, -21.7634477 64.1552375)"
8698,7185,16006,"LINESTRING (-21.6736119 64.1709283, -21.6731805 64.1711889)",,edge_16582,residential,0.035835195124617455,bfe9b1e5-fb70-489d-96e3-025a0d83296f,"LINESTRING (-21.6736119 64.1709283, -21.6731805 64.1711889)"
8699,7186,17603,"LINESTRING (-21.6245002 64.1756536, -21.624511 64.1757541)",,edge_17130,track,0.011216046227201964,c7750a3d-defc-444b-a9ee-d39e1d0b894b,"LINESTRING (-21.6245002 64.1756536, -21.624511 64.1757541)"
8700,7187,5224,"LINESTRING (-21.8851317 64.1386669, -21.8853034 64.1386616, -21.8856105 64.1386441, -21.8858876 64.1386218)",,edge_7193,residential,0.03717882728053541,79729c2c-a2c5-43f3-8411-6084e38ef84c,"LINESTRING (-21.8851317 64.1386669, -21.8858876 64.1386218)"
8701,7187,4156,"LINESTRING (-21.8851317 64.1386669, -21.8851237 64.138609, -21.8851163 64.1385188)",,edge_9342,service,0.01652830684277879,0e13ffe9-2b75-4c71-8da4-d452379df876,"LINESTRING (-21.8851317 64.1386669, -21.8851163 64.1385188)"
8702,7188,14200,"LINESTRING (-21.9841926 64.1511992, -21.984303 64.1511515, -21.9843916 64.1511248, -21.9844191 64.1511168)",,edge_13659,tertiary,0.014407150728826782,15fb6e52-c27c-4b7d-b33a-5f68f5762ecd,"LINESTRING (-21.9841926 64.1511992, -21.9844191 64.1511168)"
8703,7189,5530,"LINESTRING (-21.8467176 64.133875, -21.8467729 64.1343968, -21.8467747 64.1344135, -21.8467807 64.1344704)",,edge_3656,residential,0.06644593373826936,b2fd89f8-0892-4eb2-b68b-d101fc61012c,"LINESTRING (-21.8467176 64.133875, -21.8467807 64.1344704)"
8704,7190,4379,"LINESTRING (-21.8494303 64.1368212, -21.8473411 64.1368587)",,edge_3689,service,0.10181382201185404,07b59b3f-7080-4bf3-bed9-08f2d1c3637b,"LINESTRING (-21.8494303 64.1368212, -21.8473411 64.1368587)"
8705,7190,293,"LINESTRING (-21.8494303 64.1368212, -21.8494263 64.1369593, -21.8494017 64.1369839, -21.8493472 64.1369932)",,edge_3708,service,0.021238170585132374,c0f28e8d-fef3-47f9-84d9-af7f6d74423e,"LINESTRING (-21.8494303 64.1368212, -21.8493472 64.1369932)"
8706,7191,11776,"LINESTRING (-21.8216735 64.125447, -21.821652 64.125371, -21.8216329 64.1253031)",,edge_4397,service,0.01616332158685664,a50aa484-5e0a-4195-a81c-3e8dba0d0c0c,"LINESTRING (-21.8216735 64.125447, -21.8216329 64.1253031)"
8707,7191,12088,"LINESTRING (-21.8216735 64.125447, -21.8209426 64.1254914)",,edge_4440,tertiary,0.035946163585418175,9c5b56ca-9d0c-4ac7-baa8-11c369441279,"LINESTRING (-21.8216735 64.125447, -21.8209426 64.1254914)"
8708,7192,11174,"LINESTRING (-21.9493721 64.1543932, -21.9493506 64.1543324, -21.9492863 64.1541125, -21.9488651 64.1538401, -21.9493159 64.1537089)",,edge_12862,service,0.09457440214696208,70bbc7d6-f5b8-4885-a849-4bc1b88d8642,"LINESTRING (-21.9493721 64.1543932, -21.9493159 64.1537089)"
8709,7192,743,"LINESTRING (-21.9493721 64.1543932, -21.9489053 64.1543277, -21.9483903 64.1539933, -21.9477919 64.1541684)",,edge_12863,service,0.10383623349499599,963795bd-7258-4791-b948-61efb0a1c6f8,"LINESTRING (-21.9493721 64.1543932, -21.9477919 64.1541684)"
8710,7193,6852,"LINESTRING (-21.662991 64.1672091, -21.6622959 64.1672122, -21.6618566 64.167223, -21.6614248 64.1672404, -21.6610596 64.1672636, -21.6609683 64.1672669, -21.6608696 64.1672601)",,edge_17195,tertiary,0.10357001385490029,8e8573ac-1021-4baf-8a8a-24410dac3002,"LINESTRING (-21.662991 64.1672091, -21.6608696 64.1672601)"
8711,7193,16542,"LINESTRING (-21.662991 64.1672091, -21.6629907 64.1672671)",,edge_17212,residential,0.006465852222224177,4bc9e4b7-0f60-4e19-a665-865405bbbec0,"LINESTRING (-21.662991 64.1672091, -21.6629907 64.1672671)"
8712,7194,17246,"LINESTRING (-21.7771075 64.1496166, -21.7770255 64.1496273, -21.776941 64.1496205, -21.7768779 64.1495994, -21.7768481 64.1495677, -21.7768412 64.1495338, -21.7768671 64.1495055, -21.7769201 64.1494824, -21.7777046 64.1492862, -21.777775 64.1492829, -21.7778233 64.1492888, -21.7778823 64.1493122, -21.7780044 64.1494045)",,edge_18797,service,0.09252391258552449,294f7741-f337-4c9d-b650-db3a9e0f3fc1,"LINESTRING (-21.7771075 64.1496166, -21.7780044 64.1494045)"
8713,7195,12014,"LINESTRING (-21.7363485 64.1350482, -21.7359673 64.1349462, -21.7358605 64.1349273, -21.735771 64.1349147, -21.7356526 64.1349059, -21.7355284 64.1348933, -21.7350137 64.1348945, -21.7348746 64.1348788, -21.7347419 64.1348547)",,edge_21220,residential,0.08307460134383716,86eb7a46-1b56-4ace-bada-4a22242613da,"LINESTRING (-21.7363485 64.1350482, -21.7347419 64.1348547)"
8714,7197,2865,"LINESTRING (-21.9032222 64.1451132, -21.9033393 64.1451015, -21.9034609 64.1450936)",,edge_8683,service,0.011831879652953767,4927c884-406e-4c63-80b6-d0580a203111,"LINESTRING (-21.9032222 64.1451132, -21.9034609 64.1450936)"
8715,7197,3314,"LINESTRING (-21.9032222 64.1451132, -21.903208 64.1451569)",,edge_8699,service,0.004920451413394868,a6c68bfa-138c-4cd8-a0e9-a71c32d275a6,"LINESTRING (-21.9032222 64.1451132, -21.903208 64.1451569)"
8716,7198,9981,"LINESTRING (-21.7262672 64.1691329, -21.7265229 64.169142, -21.7272691 64.1691925)",,edge_15769,residential,0.04920348344645201,c8e0c639-9a32-44f6-a494-072b7cbe6bee,"LINESTRING (-21.7262672 64.1691329, -21.7272691 64.1691925)"
8717,7198,17970,"LINESTRING (-21.7262672 64.1691329, -21.7262047 64.1692625, -21.7261236 64.1694289, -21.7260746 64.1695092, -21.7260121 64.1695842, -21.7258769 64.1697374, -21.7257012 64.1698817, -21.7254731 64.1700186, -21.7251023 64.1701611)",,edge_15770,residential,0.13130534077749634,497f0b4a-f0f9-4550-941d-ef4f311a8b71,"LINESTRING (-21.7262672 64.1691329, -21.7251023 64.1701611)"
8718,7199,14821,"LINESTRING (-21.3991034 64.2919644, -21.3979091 64.2925332, -21.3973224 64.2928067, -21.3970381 64.2928812)",,edge_14797,unclassified,0.1435698066537807,570f4467-7c82-4c6d-8dd5-f9db0ee51190,"LINESTRING (-21.3991034 64.2919644, -21.3970381 64.2928812)"
8719,7199,18554,"LINESTRING (-21.3991034 64.2919644, -21.4028907 64.2934368, -21.4034395 64.2936759, -21.4036093 64.2937903, -21.4037007 64.2939324, -21.4037348 64.2941911, -21.4036714 64.2944463, -21.4036054 64.2946474, -21.4031475 64.2952815)",,edge_14802,unclassified,0.46960552546679796,21f3c874-65f2-4e28-b001-a49a87a3273c,"LINESTRING (-21.3991034 64.2919644, -21.4031475 64.2952815)"
8720,7200,2473,"LINESTRING (-21.7662888 64.1006317, -21.766349 64.1006827, -21.7666937 64.1009749)",,edge_22151,residential,0.04305233075400057,c2b35cdf-e97f-458b-967b-8a1bc3d82a2b,"LINESTRING (-21.7662888 64.1006317, -21.7666937 64.1009749)"
8721,7200,4981,"LINESTRING (-21.7662888 64.1006317, -21.7660266 64.1007132, -21.7657782 64.1008045, -21.7657107 64.1008293, -21.7656509 64.1008513, -21.7654609 64.1009334, -21.765251 64.101041, -21.7650563 64.1011539)",,edge_22152,tertiary,0.08416532053358303,c43485ab-b171-4e25-90c2-9094a9ca65a0,"LINESTRING (-21.7662888 64.1006317, -21.7650563 64.1011539)"
8722,7202,4481,"LINESTRING (-21.7383775 64.1255917, -21.7383138 64.1256273, -21.7382926 64.1256392, -21.7375901 64.126032, -21.7375887 64.1260524, -21.7375841 64.1261201)",,edge_20825,residential,0.07211867444292087,0c36db4b-d45b-41ed-9b82-fc2ca21c543e,"LINESTRING (-21.7383775 64.1255917, -21.7375841 64.1261201)"
8723,7202,7553,"LINESTRING (-21.7383775 64.1255917, -21.7392056 64.1258727, -21.7393322 64.1258987)",,edge_20842,tertiary,0.05788722868154872,ff7f1b42-0bac-4f27-a7b3-6e484f7d1532,"LINESTRING (-21.7383775 64.1255917, -21.7393322 64.1258987)"
8724,7203,5517,"LINESTRING (-21.9594311 64.1511115, -21.9595297 64.1511169, -21.9596284 64.1511119, -21.9597216 64.1510968, -21.9598037 64.1510724)",,edge_13401,primary,0.01934359407806078,b092dbb4-ba13-487f-b66e-40a0a35baa92,"LINESTRING (-21.9594311 64.1511115, -21.9598037 64.1510724)"
8725,7205,11136,"LINESTRING (-21.7837292 64.1039483, -21.7833489 64.104459)",,edge_21878,residential,0.059874842457228815,4ae6ac27-5648-40fd-8970-f5a76011ed73,"LINESTRING (-21.7837292 64.1039483, -21.7833489 64.104459)"
8726,7205,13792,"LINESTRING (-21.7837292 64.1039483, -21.7845395 64.1040664)",,edge_21881,residential,0.041638184735502466,83277205-fdb8-4f22-a463-55c5d8b90da8,"LINESTRING (-21.7837292 64.1039483, -21.7845395 64.1040664)"
8727,7206,1832,"LINESTRING (-21.9264821 64.1316957, -21.9263281 64.1316979, -21.9261667 64.1317031, -21.9259809 64.1317147, -21.9258733 64.1317288, -21.9257432 64.131771)",,edge_10738,tertiary,0.03788888040888812,a204b402-5013-45bb-b012-7b53c285b1ef,"LINESTRING (-21.9264821 64.1316957, -21.9257432 64.131771)"
8728,7206,11873,"LINESTRING (-21.9264821 64.1316957, -21.9264751 64.13165, -21.926465 64.1316084, -21.9263938 64.131471, -21.9267881 64.1314205)",,edge_10740,service,0.04548572685122943,3025d94f-721b-49fd-b27d-7cbaa22af81b,"LINESTRING (-21.9264821 64.1316957, -21.9267881 64.1314205)"
8729,7207,7540,"LINESTRING (-21.8172324 64.1050964, -21.8172231 64.1054354)",,edge_725,service,0.03779409035202403,d7f20ace-121e-4289-8f2a-feb53afe5487,"LINESTRING (-21.8172324 64.1050964, -21.8172231 64.1054354)"
8730,7208,2599,"LINESTRING (-21.8766424 64.135145, -21.877068 64.1353907)",,edge_2681,residential,0.03434747475539509,8fb24555-e603-4350-9b69-bec533935b58,"LINESTRING (-21.8766424 64.135145, -21.877068 64.1353907)"
8731,7208,17276,"LINESTRING (-21.8766424 64.135145, -21.8767544 64.1351093, -21.8771991 64.1349678)",,edge_2778,service,0.03354267070903471,2c0b4dbe-5fb6-4b50-92cd-4c1e1aefad9f,"LINESTRING (-21.8766424 64.135145, -21.8771991 64.1349678)"
8732,7209,7348,"LINESTRING (-21.7806694 64.1119162, -21.7804498 64.1124534)",,edge_21508,trunk,0.06083534781846028,59cf5618-260e-4267-b658-5d1890581053,"LINESTRING (-21.7806694 64.1119162, -21.7804498 64.1124534)"
8733,7210,10427,"LINESTRING (-21.610415 64.3404943, -21.6100739 64.3406644, -21.6090294 64.3411773, -21.6085728 64.3414161, -21.6083744 64.3415459, -21.6082444 64.3416757, -21.6081721 64.3418208, -21.6081641 64.3420148, -21.6082005 64.3421825)",,edge_14575,primary,0.22607985896032548,fbfbf4d4-3354-4c44-9ddf-f76314c2cf4c,"LINESTRING (-21.610415 64.3404943, -21.6082005 64.3421825)"
8734,7210,17958,"LINESTRING (-21.610415 64.3404943, -21.6095388 64.3401867, -21.6082245 64.3400171, -21.6076143 64.3400365, -21.606524 64.3396942, -21.6063215 64.3396602, -21.6053116 64.3399544, -21.604916 64.3401434, -21.6041046 64.340268, -21.6032732 64.3402611, -21.6024041 64.3404376, -21.6015847 64.3404686, -21.6005641 64.3402982, -21.6000921 64.3401077, -21.5982641 64.340155, -21.5978283 64.3402448, -21.5966696 64.3401519, -21.5958448 64.3401318, -21.594155 64.3399808, -21.5939605 64.3400077, -21.5934402 64.3400774, -21.5926136 64.3399346, -21.592378 64.3398939, -21.5920079 64.3398451, -21.5918309 64.3397545, -21.5918193 64.3396894)",,edge_14583,track,0.9879481796068444,f0150170-36b4-4d0b-a51f-7a462270cdd3,"LINESTRING (-21.610415 64.3404943, -21.5918193 64.3396894)"
8735,7211,16457,"LINESTRING (-21.8588576 64.1530098, -21.8587653 64.1530441, -21.8585168 64.1531299)",,edge_6290,service,0.02131728122619921,ffd82faf-f181-4d6b-b377-ffe267c585c4,"LINESTRING (-21.8588576 64.1530098, -21.8585168 64.1531299)"
8736,7211,18021,"LINESTRING (-21.8588576 64.1530098, -21.8588798 64.1530206)",,edge_6291,service,0.0016176233322577707,2c9ae732-7e52-488e-a1d0-d165fabc91e1,"LINESTRING (-21.8588576 64.1530098, -21.8588798 64.1530206)"
8737,7212,15852,"LINESTRING (-21.8450611 64.1075086, -21.8450535 64.1076558)",,edge_1503,service,0.016413890755186,f9a55708-90e3-4dae-8e9f-22e61db84328,"LINESTRING (-21.8450611 64.1075086, -21.8450535 64.1076558)"
8738,7212,18441,"LINESTRING (-21.8450611 64.1075086, -21.8460344 64.1075211)",,edge_1505,service,0.04746264484302104,20a30cb3-689f-42f6-945d-cfb409268901,"LINESTRING (-21.8450611 64.1075086, -21.8460344 64.1075211)"
8739,7213,15689,"LINESTRING (-21.8237797 64.1143177, -21.8236046 64.1141377)",,edge_984,unclassified,0.021805166265916654,819fa4d8-5573-44fd-8d41-dc1fa8a8a23f,"LINESTRING (-21.8237797 64.1143177, -21.8236046 64.1141377)"
8740,7213,11919,"LINESTRING (-21.8237797 64.1143177, -21.8231534 64.1143669, -21.8230003 64.1143958, -21.82283 64.1144256)",,edge_985,unclassified,0.04807547652253358,f38b3fdb-cc2f-4849-bad8-6da358541fe8,"LINESTRING (-21.8237797 64.1143177, -21.82283 64.1144256)"
8741,7214,13433,"LINESTRING (-21.8051559 64.1188637, -21.8052847 64.1186911)",,edge_4615,service,0.020238862334808958,7d0d4d73-d4cd-4360-b271-d483ab12bcda,"LINESTRING (-21.8051559 64.1188637, -21.8052847 64.1186911)"
8742,7215,1499,"LINESTRING (-21.8052399 64.1436412, -21.8054571 64.1436525, -21.805548 64.1436568)",,edge_6019,service,0.01509909175715979,b24f941c-2200-4c04-a170-3611f32ca8e1,"LINESTRING (-21.8052399 64.1436412, -21.805548 64.1436568)"
8743,7215,17466,"LINESTRING (-21.8052399 64.1436412, -21.8051494 64.1438793, -21.8053774 64.1438949, -21.8054649 64.1439023)",,edge_6079,service,0.04247950669308638,0e395240-0a31-4748-a231-74579b2eac4b,"LINESTRING (-21.8052399 64.1436412, -21.8054649 64.1439023)"
8744,7218,15347,"LINESTRING (-21.8248758 64.1229185, -21.8249021 64.1228114)",,edge_4304,residential,0.012007977292872313,b285d968-32a5-408e-87a0-1db8c98e7476,"LINESTRING (-21.8248758 64.1229185, -21.8249021 64.1228114)"
8745,7218,12636,"LINESTRING (-21.8248758 64.1229185, -21.8240964 64.1228864, -21.8239032 64.1228835, -21.8237871 64.1229163, -21.8224604 64.1228482)",,edge_4479,residential,0.11936753764866087,85af0fab-8d40-48b3-b41e-b5c316c07dec,"LINESTRING (-21.8248758 64.1229185, -21.8224604 64.1228482)"
8746,7219,13543,"LINESTRING (-21.8421238 64.1087433, -21.8411431 64.1087377)",,edge_1456,service,0.04780485968253464,9fdfe09f-6e15-472c-b999-b1900fd9e35c,"LINESTRING (-21.8421238 64.1087433, -21.8411431 64.1087377)"
8747,7219,6157,"LINESTRING (-21.8421238 64.1087433, -21.842132 64.108588)",,edge_1468,service,0.01731730527224427,242ffdf3-16d5-4a38-b6a2-af0cbf8b4cc4,"LINESTRING (-21.8421238 64.1087433, -21.842132 64.108588)"
8748,7220,12234,"LINESTRING (-21.8027361 64.1403319, -21.8030665 64.1401271, -21.8031032 64.1400966, -21.8031307 64.1400624, -21.8031541 64.1399505)",,edge_5947,residential,0.04833707552393524,0d7334ea-1484-4707-9f3a-d049cd092462,"LINESTRING (-21.8027361 64.1403319, -21.8031541 64.1399505)"
8749,7221,18728,"LINESTRING (-21.9447222 64.1475946, -21.9447089 64.1476144, -21.9446754 64.1476647, -21.9446506 64.1477014, -21.9445039 64.1479187)",,edge_12740,residential,0.037660552391340404,c1e7245b-8cbe-4efc-815b-3a90659e669c,"LINESTRING (-21.9447222 64.1475946, -21.9445039 64.1479187)"
8750,7221,5925,"LINESTRING (-21.9447222 64.1475946, -21.9449154 64.1476328, -21.9459612 64.1478379)",,edge_12788,tertiary,0.0661248529272658,6dc35870-b2d6-4dde-8f7c-e1e9a131dd63,"LINESTRING (-21.9447222 64.1475946, -21.9459612 64.1478379)"
8751,7222,17559,"LINESTRING (-21.9604279 64.1460754, -21.960221 64.1461178)",,edge_11984,residential,0.011125141078710592,7dc378cc-689a-4500-a64a-8a7a8be75209,"LINESTRING (-21.9604279 64.1460754, -21.960221 64.1461178)"
8752,7222,5784,"LINESTRING (-21.9604279 64.1460754, -21.9587507 64.1451948)",,edge_11987,residential,0.1276807584886647,d1b83c87-5a6a-4033-a269-a6cd40f53984,"LINESTRING (-21.9604279 64.1460754, -21.9587507 64.1451948)"
8753,7223,619,"LINESTRING (-21.7642295 64.1233804, -21.7643589 64.123349, -21.7646087 64.1232885)",,edge_20702,residential,0.021123775242212622,1a36065c-2d94-4cc4-b13e-10d3f7861a96,"LINESTRING (-21.7642295 64.1233804, -21.7646087 64.1232885)"
8754,7223,15411,"LINESTRING (-21.7642295 64.1233804, -21.7644066 64.1235027, -21.7646668 64.123672, -21.7648226 64.1237627, -21.7649719 64.1238224, -21.7652197 64.1238815, -21.7654081 64.1239126)",,edge_20704,residential,0.08493425635277548,a1c0f4a7-0cf2-4ed2-b210-16c784712295,"LINESTRING (-21.7642295 64.1233804, -21.7654081 64.1239126)"
8755,7225,11742,"LINESTRING (-21.866634 64.1508403, -21.8663638 64.1508075)",,edge_7631,secondary,0.013648952731750331,fdf79929-fb95-4b44-bf91-d69e4a2f40ff,"LINESTRING (-21.866634 64.1508403, -21.8663638 64.1508075)"
8756,7225,18601,"LINESTRING (-21.866634 64.1508403, -21.8665994 64.1507424, -21.8665626 64.1506807, -21.8664682 64.1506004, -21.8663629 64.1505372, -21.8662091 64.150466)",,edge_7633,unclassified,0.047834852088505686,3543ea51-24de-4cb0-9c63-47d16daf9b41,"LINESTRING (-21.866634 64.1508403, -21.8662091 64.150466)"
8757,7227,618,"LINESTRING (-21.9518826 64.1541439, -21.9527655 64.15388)",,edge_13273,service,0.05207113059750863,722da2f8-bb24-4a5e-b971-20bd57f631de,"LINESTRING (-21.9518826 64.1541439, -21.9527655 64.15388)"
8758,7227,18033,"LINESTRING (-21.9518826 64.1541439, -21.952706 64.1546598, -21.9533994 64.1544563, -21.9534235 64.154437, -21.9534343 64.1544055, -21.95343 64.1543711, -21.9534141 64.1543271, -21.9533833 64.154285, -21.9533484 64.1542517, -21.9531045 64.1540962)",,edge_13274,service,0.1555781551197047,f703cb6c-14f0-422a-a3da-05bbbb603847,"LINESTRING (-21.9518826 64.1541439, -21.9531045 64.1540962)"
8759,7228,8438,"LINESTRING (-21.7989253 64.1505581, -21.7995854 64.1506798, -21.7999073 64.1507134)",,edge_6220,residential,0.05098096188797232,86673eeb-20b7-45d5-9b12-ac60c95256df,"LINESTRING (-21.7989253 64.1505581, -21.7999073 64.1507134)"
8760,7229,2460,"LINESTRING (-21.9625512 64.1450145, -21.962863 64.1451782)",,edge_11965,service,0.0237360018005749,791cc864-5032-412f-9dc5-d2b710e5d1ee,"LINESTRING (-21.9625512 64.1450145, -21.962863 64.1451782)"
8761,7230,15220,"LINESTRING (-21.9229168 64.1431509, -21.9231756 64.1428958, -21.9234131 64.1426617)",,edge_8145,residential,0.059648080124959264,7cb0af1d-10df-45f3-ad62-a605b1026c8f,"LINESTRING (-21.9229168 64.1431509, -21.9234131 64.1426617)"
8762,7230,1239,"LINESTRING (-21.9229168 64.1431509, -21.9227936 64.1431233, -21.92034 64.1426159, -21.9203059 64.1426088, -21.9202191 64.1425916)",,edge_8147,residential,0.1453821625534136,1ca95bab-0ea7-4bc7-87dc-f8b2ce7ebbbc,"LINESTRING (-21.9229168 64.1431509, -21.9202191 64.1425916)"
8763,7231,16449,"LINESTRING (-21.8838951 64.1383968, -21.8842564 64.1384371)",,edge_7184,service,0.018156146344951826,802db1e9-ff8e-4c15-924b-b3ab04ad43a9,"LINESTRING (-21.8838951 64.1383968, -21.8842564 64.1384371)"
8764,7232,10958,"LINESTRING (-21.78547 64.1226414, -21.7851432 64.1226453)",,edge_20305,service,0.01592670233477903,6233c051-bf13-4f78-ba9e-c07655c9d088,"LINESTRING (-21.78547 64.1226414, -21.7851432 64.1226453)"
8765,7234,2493,"LINESTRING (-21.8021826 64.1235401, -21.8021747 64.1233673)",,edge_4976,service,0.019267458686932398,f97f74c7-e83e-49a4-93f9-0c0210dcfa23,"LINESTRING (-21.8021826 64.1235401, -21.8021747 64.1233673)"
8766,7235,9660,"LINESTRING (-21.9777539 64.1488313, -21.9773124 64.1488233, -21.9772041 64.1488214, -21.9771279 64.14882)",,edge_13776,residential,0.03049428045853352,535ab058-507d-449f-89a7-4f4f3bafed9b,"LINESTRING (-21.9777539 64.1488313, -21.9771279 64.14882)"
