,stnode,endnode,Type,infra_type,one_way,Wkt,length,key,osm_id,geometry
24632,10059,12365,legitimate,service,,"LINESTRING (-21.7673637 64.1268643, -21.7673018 64.1267317)",0.015086523957677369,edge_20671,3333707a-4415-4171-9636-bd61753bee90,"LINESTRING (-21.7673018 64.1267317, -21.7673637 64.1268643)"
24633,10059,16056,legitimate,residential,,"LINESTRING (-21.7671688 64.1267433, -21.7673018 64.1267317)",0.006606231965008063,edge_20668,907bddf7-5d3d-42a7-ba82-07987e3e3243,"LINESTRING (-21.7673018 64.1267317, -21.7671688 64.1267433)"
24634,10060,5722,legitimate,service,,"LINESTRING (-21.8141482 64.1063448, -21.8141613 64.1059418)",0.04493056887654927,edge_739,9e873c92-1c28-4aad-b254-0b56fd5149da,"LINESTRING (-21.8141482 64.1063448, -21.8141613 64.1059418)"
24635,10060,87,legitimate,service,,"LINESTRING (-21.8138854 64.1063459, -21.8141482 64.1063448)",0.01281095331316988,edge_737,88f5dc9f-0b72-4dca-998f-100897d0d2e6,"LINESTRING (-21.8141482 64.1063448, -21.8138854 64.1063459)"
24636,10060,13977,legitimate,service,,"LINESTRING (-21.8145132 64.1066669, -21.8141377 64.1066645, -21.8141482 64.1063448)",0.05394925819576726,edge_738,9e873c92-1c28-4aad-b254-0b56fd5149da,"LINESTRING (-21.8141482 64.1063448, -21.8145132 64.1066669)"
24637,10061,2001,legitimate,tertiary,,"LINESTRING (-21.7972508 64.1202785, -21.7974667 64.1199928)",0.03354171265444206,edge_4756,d8a73d14-de84-4da4-ba60-5b319ebbc1cb,"LINESTRING (-21.7974667 64.1199928, -21.7972508 64.1202785)"
24638,10061,10374,legitimate,service,,"LINESTRING (-21.797334 64.1199707, -21.7974667 64.1199928)",0.006918885315918184,edge_20427,47a3e1c9-b1f5-4897-98ab-ba0230e0a400,"LINESTRING (-21.7974667 64.1199928, -21.797334 64.1199707)"
24639,10061,11256,legitimate,residential,,"LINESTRING (-21.7974667 64.1199928, -21.7977232 64.1200339, -21.799049 64.1202461)",0.08210095144406972,edge_4757,0b5cae1d-b761-4f97-a4f7-e8f0e16ef6d4,"LINESTRING (-21.7974667 64.1199928, -21.799049 64.1202461)"
24640,10061,16847,legitimate,tertiary,,"LINESTRING (-21.7974667 64.1199928, -21.7975553 64.1198774, -21.7975712 64.1198567, -21.7977353 64.1196446, -21.7979677 64.1193442)",0.07631461282702871,edge_4754,a6e19e5b-935f-481d-b32d-b23a640025b7,"LINESTRING (-21.7974667 64.1199928, -21.7979677 64.1193442)"
24641,10062,11769,legitimate,residential,,"LINESTRING (-21.8096375 64.104115, -21.8097581 64.1041887)",0.010102848414235022,edge_576,68cc16d1-57b0-4268-8ac8-91ad16d91e1e,"LINESTRING (-21.8096375 64.104115, -21.8097581 64.1041887)"
24642,10062,11769,legitimate,residential,,"LINESTRING (-21.8097581 64.1041887, -21.8098606 64.1041512, -21.8099375 64.1040998, -21.8099235 64.1037972, -21.8097558 64.1037962, -21.8096916 64.1038059, -21.8096581 64.1038218, -21.8096397 64.1038431, -21.8096375 64.104115)",0.09385000693800614,edge_575,a2ea57bd-1c0a-4583-a455-ac8cbbf84517,"LINESTRING (-21.8096375 64.104115, -21.8097581 64.1041887)"
24643,10062,11769,legitimate,residential,,"LINESTRING (-21.8097581 64.1041887, -21.8098606 64.1041512, -21.8099375 64.1040998, -21.8099235 64.1037972, -21.8097558 64.1037962, -21.8096916 64.1038059, -21.8096581 64.1038218, -21.8096397 64.1038431, -21.8096375 64.104115)",0.09385000693800614,edge_575,a2ea57bd-1c0a-4583-a455-ac8cbbf84517,"LINESTRING (-21.8096375 64.104115, -21.8097581 64.1041887)"
24644,10062,11769,legitimate,residential,,"LINESTRING (-21.8096375 64.104115, -21.8097581 64.1041887)",0.010102848414235022,edge_576,68cc16d1-57b0-4268-8ac8-91ad16d91e1e,"LINESTRING (-21.8096375 64.104115, -21.8097581 64.1041887)"
24645,10063,5978,legitimate,residential,,"LINESTRING (-21.8160285 64.1023528, -21.8169033 64.102356, -21.8169972 64.1023563)",0.04722832702452921,edge_671,681a15b5-ee01-4f1e-b123-f7e14978d326,"LINESTRING (-21.8160285 64.1023528, -21.8169972 64.1023563)"
24646,10064,5313,legitimate,service,,"LINESTRING (-21.7852801 64.1049976, -21.7841605 64.1048417)",0.05727877673669398,edge_21887,e48efdfc-04f5-4d90-ab52-6b1f91dd6c48,"LINESTRING (-21.7852801 64.1049976, -21.7841605 64.1048417)"
24647,10064,12522,legitimate,residential,,"LINESTRING (-21.7852801 64.1049976, -21.7856316 64.1045178)",0.05616524916524677,edge_21884,ced1af84-e0fb-4449-8fcd-fe66288edcda,"LINESTRING (-21.7852801 64.1049976, -21.7856316 64.1045178)"
24648,10064,13853,legitimate,residential,,"LINESTRING (-21.7852714 64.1050094, -21.7852801 64.1049976)",0.0013821291479179855,edge_21883,ced1af84-e0fb-4449-8fcd-fe66288edcda,"LINESTRING (-21.7852801 64.1049976, -21.7852714 64.1050094)"
24649,10065,4878,legitimate,service,,"LINESTRING (-21.8743263 64.1326369, -21.8747962 64.1327099)",0.02428789284684473,edge_2416,10050ea2-b15f-437c-b51e-f1288d13d96c,"LINESTRING (-21.8747962 64.1327099, -21.8743263 64.1326369)"
24650,10065,13066,legitimate,service,,"LINESTRING (-21.8747962 64.1327099, -21.875028 64.1323762)",0.03887573812505153,edge_2835,07fb0598-03eb-496d-9eca-91b2bb4fd71b,"LINESTRING (-21.8747962 64.1327099, -21.875028 64.1323762)"
24651,10065,13100,legitimate,service,,"LINESTRING (-21.8734234 64.132875, -21.8746028 64.1330313, -21.87474 64.1328344, -21.8747298 64.1328055, -21.8747962 64.1327099)",0.09736225265223977,edge_2834,07fb0598-03eb-496d-9eca-91b2bb4fd71b,"LINESTRING (-21.8747962 64.1327099, -21.8734234 64.132875)"
24652,10066,7225,legitimate,secondary,,"LINESTRING (-21.8687138 64.151157, -21.8676221 64.1509854, -21.8669459 64.1508861, -21.866634 64.1508403)",0.10720536550043534,edge_7570,a74236c0-936c-4dbe-ba0e-41f308f237e7,"LINESTRING (-21.8687138 64.151157, -21.866634 64.1508403)"
24653,10066,4439,legitimate,service,,"LINESTRING (-21.8686487 64.1512215, -21.8687138 64.151157)",0.007857488171853012,edge_7572,a5e17273-bdb8-4ff6-98cd-77d7554c8b45,"LINESTRING (-21.8687138 64.151157, -21.8686487 64.1512215)"
24654,10066,5655,legitimate,secondary,,"LINESTRING (-21.8703812 64.1511079, -21.870145 64.1511587, -21.8699064 64.1511992, -21.8696151 64.1512238, -21.8694208 64.1512285, -21.8692156 64.1512238, -21.8689826 64.1511992, -21.8687138 64.151157)",0.08475193745739801,edge_7569,a74236c0-936c-4dbe-ba0e-41f308f237e7,"LINESTRING (-21.8687138 64.151157, -21.8703812 64.1511079)"
24655,10066,12120,legitimate,service,,"LINESTRING (-21.8688593 64.151019, -21.8687446 64.1511276, -21.8687138 64.151157)",0.01693564030094195,edge_7571,85048bd2-7768-46cc-aa5a-25afec5e7331,"LINESTRING (-21.8687138 64.151157, -21.8688593 64.151019)"
24656,10067,10275,legitimate,residential,,"LINESTRING (-21.806262 64.1096693, -21.8064332 64.1096513, -21.8070538 64.109658, -21.80743 64.109906)",0.07201388339827851,edge_938,617c0243-97c5-41a5-9d30-400144eb68dd,"LINESTRING (-21.806262 64.1096693, -21.80743 64.109906)"
24657,10068,16625,legitimate,residential,,"LINESTRING (-21.8106465 64.1039524, -21.8106469 64.1038655, -21.8106473 64.1037848)",0.01868391269861505,edge_579,e8bab3fa-4573-42a0-808b-fe3fa8574645,"LINESTRING (-21.8106465 64.1039524, -21.8106473 64.1037848)"
24658,10068,17102,legitimate,service,,"LINESTRING (-21.8106465 64.1039524, -21.810737 64.1039567, -21.8114661 64.1039622)",0.03998664146986757,edge_590,8b939765-6c86-4c0a-adde-4d4e55a040e0,"LINESTRING (-21.8106465 64.1039524, -21.8114661 64.1039622)"
24659,10068,18176,legitimate,residential,,"LINESTRING (-21.8106117 64.1041992, -21.8106361 64.1041559, -21.8106465 64.1039524)",0.027663068112451145,edge_578,e8bab3fa-4573-42a0-808b-fe3fa8574645,"LINESTRING (-21.8106465 64.1039524, -21.8106117 64.1041992)"
24660,10069,11889,legitimate,primary,,"LINESTRING (-21.8987382 64.1260046, -21.8988797 64.1261285, -21.8989581 64.1262048, -21.8990912 64.1263719, -21.899195 64.1265361, -21.8992416 64.1266227, -21.8995555 64.1272064, -21.899699 64.1276174, -21.8998916 64.1280096)",0.2313004476614148,edge_10465,5a7a08f9-da93-4814-8d3d-d843edc2d5ff,"LINESTRING (-21.8998916 64.1280096, -21.8987382 64.1260046)"
24661,10069,11975,legitimate,primary,,"LINESTRING (-21.8989945 64.1229577, -21.8995124 64.1256913, -21.8996217 64.1262683, -21.8998776 64.1277709, -21.8998916 64.1280096)",0.5649165825124711,edge_10439,431b6356-77cf-4b4c-99e2-620c47435add,"LINESTRING (-21.8998916 64.1280096, -21.8989945 64.1229577)"
24662,10069,12226,legitimate,primary,,"LINESTRING (-21.8998916 64.1280096, -21.899953 64.128236, -21.9000263 64.128556)",0.06126708300287162,edge_9773,d38dd2bf-5ec1-46e6-b3ca-74ff9493041c,"LINESTRING (-21.8998916 64.1280096, -21.9000263 64.128556)"
24663,10070,10962,legitimate,service,,"LINESTRING (-21.8228002 64.1256302, -21.8228839 64.125863)",0.026270691889507952,edge_4403,0542206c-88e8-45d5-8222-61dd11545c5b,"LINESTRING (-21.8228839 64.125863, -21.8228002 64.1256302)"
24664,10071,4021,legitimate,residential,,"LINESTRING (-21.8625752 64.1476206, -21.8628104 64.1477135, -21.8634268 64.1479285)",0.0538378321730635,edge_6917,c1470da8-c914-4e7e-a3c8-154b6a143403,"LINESTRING (-21.8625752 64.1476206, -21.8634268 64.1479285)"
24665,10071,7429,legitimate,residential,,"LINESTRING (-21.8616843 64.1472486, -21.8617361 64.1472714, -21.8621693 64.1474602, -21.8625752 64.1476206)",0.06001965156285181,edge_6907,33e3faf5-61bd-464a-b92c-0d8518864a24,"LINESTRING (-21.8625752 64.1476206, -21.8616843 64.1472486)"
24666,10071,14579,legitimate,residential,,"LINESTRING (-21.8625752 64.1476206, -21.8626323 64.1475803, -21.8626498 64.1475586, -21.8626405 64.147531, -21.8622691 64.1472608, -21.8621307 64.14716, -21.8620479 64.1470998)",0.06701735488958654,edge_6906,6d753f63-1ca6-4cf9-aa5a-957360cfd2e7,"LINESTRING (-21.8625752 64.1476206, -21.8620479 64.1470998)"
24667,10072,12702,legitimate,unclassified,,"LINESTRING (-21.9387393 64.1581082, -21.9387509 64.1581692, -21.9388406 64.1586031)",0.05539121704836694,edge_13011,4f6e7a5c-a5c7-489f-ae20-e8cbdaf43fde,"LINESTRING (-21.9388406 64.1586031, -21.9387393 64.1581082)"
24668,10072,13181,legitimate,unclassified,,"LINESTRING (-21.9388406 64.1586031, -21.9388579 64.1586871, -21.938894 64.1588627)",0.02905654509524026,edge_13012,4f6e7a5c-a5c7-489f-ae20-e8cbdaf43fde,"LINESTRING (-21.9388406 64.1586031, -21.938894 64.1588627)"
24669,10072,15741,legitimate,service,,"LINESTRING (-21.9388406 64.1586031, -21.9390374 64.1585954)",0.009613547040519572,edge_13015,456d984c-fc1c-4527-95b6-cedecbb1b989,"LINESTRING (-21.9388406 64.1586031, -21.9390374 64.1585954)"
24670,10073,6782,legitimate,residential,,"LINESTRING (-21.9077687 64.1304594, -21.9079017 64.1304641, -21.9091067 64.1304747, -21.9095644 64.1304787, -21.9105731 64.1304876, -21.9110913 64.1304922)",0.16187479658396545,edge_10837,fa5847d4-2ce6-4887-9350-c5d6827caddf,"LINESTRING (-21.9110913 64.1304922, -21.9077687 64.1304594)"
24671,10073,10887,legitimate,residential,,"LINESTRING (-21.9110913 64.1304922, -21.911165 64.1304932, -21.9112231 64.1304951, -21.9114 64.130509, -21.9115729 64.1305306, -21.9117398 64.1305597, -21.9118992 64.130596, -21.9120494 64.1306392, -21.9121889 64.1306886, -21.9123163 64.130744, -21.9124302 64.1308047, -21.912488 64.130841, -21.9125315 64.1308716, -21.9126257 64.1309514, -21.9126924 64.1310276, -21.9127405 64.1311065, -21.9127694 64.1311872)",0.12271332574938235,edge_10838,fa5847d4-2ce6-4887-9350-c5d6827caddf,"LINESTRING (-21.9110913 64.1304922, -21.9127694 64.1311872)"
24672,10073,12870,legitimate,service,,"LINESTRING (-21.9110913 64.1304922, -21.9110904 64.1304376, -21.9110964 64.1300982)",0.04392415305678091,edge_10836,ee1f7c1a-8c08-41ba-b453-636aba1c6662,"LINESTRING (-21.9110913 64.1304922, -21.9110964 64.1300982)"
24673,10074,3047,legitimate,residential,,"LINESTRING (-21.8155033 64.0999765, -21.8155113 64.0997587)",0.02428323464903297,edge_635,4b1f96b4-e6ba-4317-93f9-caf3dd2e8616,"LINESTRING (-21.8155033 64.0999765, -21.8155113 64.0997587)"
24674,10074,5067,legitimate,residential,,"LINESTRING (-21.8154982 64.1001152, -21.8155033 64.0999765)",0.015464121432244647,edge_634,4b1f96b4-e6ba-4317-93f9-caf3dd2e8616,"LINESTRING (-21.8155033 64.0999765, -21.8154982 64.1001152)"
24675,10074,17075,legitimate,service,,"LINESTRING (-21.8155033 64.0999765, -21.8163008 64.0999797)",0.03888520911096104,edge_636,3166589a-e010-472a-8a39-493727b103fe,"LINESTRING (-21.8155033 64.0999765, -21.8163008 64.0999797)"
24676,10075,17714,legitimate,service,,"LINESTRING (-21.8584958 64.1173292, -21.8583973 64.1176458)",0.035619141338243746,edge_4037,ba243284-4e9f-4b65-a4c5-c33d729ab87d,"LINESTRING (-21.8584958 64.1173292, -21.8583973 64.1176458)"
24677,10076,10835,legitimate,service,,"LINESTRING (-21.8586628 64.1336006, -21.858319 64.1336689, -21.857847 64.133257)",0.06974247778885756,edge_3517,49a7d0d0-756c-475c-8fab-7522f03bde43,"LINESTRING (-21.857847 64.133257, -21.8586628 64.1336006)"
24678,10077,7599,legitimate,secondary,,"LINESTRING (-21.9169904 64.1425551, -21.9168986 64.1426416, -21.9165448 64.1429562, -21.916383 64.1430982, -21.9163661 64.1431158, -21.9163532 64.1431273)",0.07093731182862006,edge_8343,19f49e3e-7127-4877-9cb2-c4c705d12550,"LINESTRING (-21.9163532 64.1431273, -21.9169904 64.1425551)"
24679,10077,11643,legitimate,secondary,,"LINESTRING (-21.9163532 64.1431273, -21.9163685 64.1431502, -21.9163972 64.1431716, -21.9164379 64.1431896, -21.9164925 64.1432038)",0.011337636175264681,edge_8345,57365839-c77b-4abd-b191-302ffcbae7e1,"LINESTRING (-21.9163532 64.1431273, -21.9164925 64.1432038)"
24680,10077,15614,legitimate,secondary,,"LINESTRING (-21.9163532 64.1431273, -21.9162744 64.1431976, -21.9162138 64.1432571, -21.9161712 64.1433038, -21.9160132 64.1434576, -21.9157742 64.1436901, -21.915756 64.1437078, -21.9156673 64.1437941)",0.08149944459322617,edge_8346,75bbbde2-aebb-4ecf-ba03-50b550b07a6d,"LINESTRING (-21.9163532 64.1431273, -21.9156673 64.1437941)"
24681,10078,6,legitimate,residential,,"LINESTRING (-21.7903039 64.1486255, -21.7900431 64.1485541, -21.7895039 64.1482809)",0.05518634039681324,edge_18955,7676ac7e-4902-47ec-b605-8431ae16c50c,"LINESTRING (-21.7903039 64.1486255, -21.7895039 64.1482809)"
24682,10078,7242,legitimate,residential,,"LINESTRING (-21.7913921 64.1487204, -21.7903039 64.1486255)",0.054010681972846995,edge_18959,7b638fe1-8e8b-4252-af37-a8dd228bc1f3,"LINESTRING (-21.7903039 64.1486255, -21.7913921 64.1487204)"
24683,10078,11191,legitimate,residential,,"LINESTRING (-21.7906803 64.1482243, -21.7905886 64.1483219, -21.790394 64.1485291, -21.7903039 64.1486255)",0.048332299178785953,edge_18953,9ea60bbd-2dda-4b58-abc9-dbd4eec7b77b,"LINESTRING (-21.7903039 64.1486255, -21.7906803 64.1482243)"
24684,10078,12296,legitimate,residential,,"LINESTRING (-21.7903039 64.1486255, -21.790006 64.1489303)",0.03694318887683222,edge_18958,7503464d-c880-4490-a4e2-282d349774c6,"LINESTRING (-21.7903039 64.1486255, -21.790006 64.1489303)"
24685,10079,5321,legitimate,residential,,"LINESTRING (-21.9591085 64.1480859, -21.9593545 64.1483015)",0.02685226908308958,edge_12017,afc0a7ca-dc21-4dd8-b475-d554e9844551,"LINESTRING (-21.9591085 64.1480859, -21.9593545 64.1483015)"
24686,10079,41,legitimate,residential,,"LINESTRING (-21.9601393 64.1478746, -21.9601003 64.1478826, -21.9596462 64.1479757, -21.9594456 64.1480168, -21.9591085 64.1480859)",0.05542643837127276,edge_12007,97c3e48a-41fc-4a10-a4f4-68df8e342f6d,"LINESTRING (-21.9591085 64.1480859, -21.9601393 64.1478746)"
24687,10079,10440,legitimate,service,,"LINESTRING (-21.9585343 64.1475257, -21.9590516 64.1480334, -21.9591085 64.1480859)",0.06842096844671886,edge_12027,ed24fb37-1529-4311-8f85-70eaa9b63218,"LINESTRING (-21.9591085 64.1480859, -21.9585343 64.1475257)"
24688,10079,11178,legitimate,residential,,"LINESTRING (-21.9591085 64.1480859, -21.9590434 64.1480992)",0.0034983248595337104,edge_12026,a746c04d-5dc9-4cb9-8b77-61fc084d4adb,"LINESTRING (-21.9591085 64.1480859, -21.9590434 64.1480992)"
24689,10080,14131,legitimate,service,,"LINESTRING (-21.928484 64.1476764, -21.928196 64.1476221)",0.01526909979046558,edge_7998,5164aab8-165e-4226-8dba-01ae2adbfb27,"LINESTRING (-21.928484 64.1476764, -21.928196 64.1476221)"
24690,10080,14150,legitimate,service,,"LINESTRING (-21.928484 64.1476764, -21.9287678 64.1477298)",0.015041626300953256,edge_12647,254ddd94-9e12-4d03-b153-4dc6fa83f6ae,"LINESTRING (-21.928484 64.1476764, -21.9287678 64.1477298)"
24691,10080,18770,legitimate,service,,"LINESTRING (-21.9287942 64.1477039, -21.9289882 64.1475131, -21.9290222 64.1474797, -21.928736 64.1474251, -21.928484 64.1476764)",0.07313119251634798,edge_12646,254ddd94-9e12-4d03-b153-4dc6fa83f6ae,"LINESTRING (-21.928484 64.1476764, -21.9287942 64.1477039)"
24692,10081,6741,legitimate,residential,,"LINESTRING (-21.7734691 64.1524249, -21.77378 64.1523135, -21.7738513 64.152288, -21.7740549 64.1522018, -21.7742542 64.1521084)",0.05209221294860424,edge_18440,d34d99b1-7a03-4887-8741-0e6d882ff6e7,"LINESTRING (-21.7734691 64.1524249, -21.7742542 64.1521084)"
24693,10081,3930,legitimate,residential,,"LINESTRING (-21.7737835 64.1526092, -21.7735646 64.1524807, -21.7734691 64.1524249)",0.02561686718130885,edge_18446,364eb865-9d33-473a-bcae-fcb7eab11e50,"LINESTRING (-21.7734691 64.1524249, -21.7737835 64.1526092)"
24694,10081,7114,legitimate,residential,,"LINESTRING (-21.7731817 64.1522577, -21.7733826 64.1523746, -21.7734691 64.1524249)",0.0233033456934415,edge_18462,88e71ef0-1c38-4590-b071-c7840529c386,"LINESTRING (-21.7734691 64.1524249, -21.7731817 64.1522577)"
24695,10081,16689,legitimate,residential,,"LINESTRING (-21.7726049 64.152711, -21.7729331 64.1526023, -21.7734691 64.1524249)",0.05278223048980153,edge_18460,495068ce-254d-4157-a777-e692bc7c050f,"LINESTRING (-21.7734691 64.1524249, -21.7726049 64.152711)"
24696,10082,12093,legitimate,service,,"LINESTRING (-21.9686518 64.1496031, -21.9688274 64.149526, -21.9688746 64.1495212, -21.9693451 64.1494733, -21.9693782 64.1494696, -21.9694076 64.149462, -21.9694309 64.1494511, -21.9694463 64.1494378, -21.9694524 64.1494231, -21.9694493 64.149382)",0.050892378240896895,edge_13441,fa4fda95-93f5-4421-b8d9-6d16b2029959,"LINESTRING (-21.9694493 64.149382, -21.9686518 64.1496031)"
24697,10083,15026,legitimate,residential,,"LINESTRING (-21.6583567 64.1563205, -21.6581616 64.1565592)",0.02825285961925392,edge_17783,3c5fb6e2-8285-4982-9d26-5ed17aaa41ba,"LINESTRING (-21.6581616 64.1565592, -21.6583567 64.1563205)"
24698,10085,6071,legitimate,service,,"LINESTRING (-21.9209862 64.1403241, -21.920726 64.1401299, -21.9208168 64.1400068, -21.9209307 64.1399999)",0.04509950455940715,edge_8249,61f8479d-0d2c-4c4d-9883-7737c5cb4221,"LINESTRING (-21.9209862 64.1403241, -21.9209307 64.1399999)"
24699,10086,8462,legitimate,service,,"LINESTRING (-21.646961 64.3282464, -21.6471219 64.328315)",0.01090986792847977,edge_15114,da5579c7-7b92-4cbb-b8e0-3ad9f62b7c48,"LINESTRING (-21.646961 64.3282464, -21.6471219 64.328315)"
24700,10086,8462,legitimate,service,,"LINESTRING (-21.6471219 64.328315, -21.6469985 64.3283743, -21.6468644 64.3283929, -21.6467464 64.3283859, -21.6466498 64.328358, -21.646623 64.3283289, -21.6466203 64.3282883, -21.6466659 64.3282616, -21.6467384 64.3282302, -21.6468322 64.3282232, -21.646961 64.3282464)",0.05511175882597946,edge_15115,9209d768-51eb-431b-9f09-0814cd7eadc4,"LINESTRING (-21.646961 64.3282464, -21.6471219 64.328315)"
24701,10086,8462,legitimate,service,,"LINESTRING (-21.6471219 64.328315, -21.6469985 64.3283743, -21.6468644 64.3283929, -21.6467464 64.3283859, -21.6466498 64.328358, -21.646623 64.3283289, -21.6466203 64.3282883, -21.6466659 64.3282616, -21.6467384 64.3282302, -21.6468322 64.3282232, -21.646961 64.3282464)",0.05511175882597946,edge_15115,9209d768-51eb-431b-9f09-0814cd7eadc4,"LINESTRING (-21.646961 64.3282464, -21.6471219 64.328315)"
24702,10086,8462,legitimate,service,,"LINESTRING (-21.646961 64.3282464, -21.6471219 64.328315)",0.01090986792847977,edge_15114,da5579c7-7b92-4cbb-b8e0-3ad9f62b7c48,"LINESTRING (-21.646961 64.3282464, -21.6471219 64.328315)"
24703,10087,766,legitimate,residential,,"LINESTRING (-21.7846224 64.1116145, -21.7844889 64.1118004)",0.021721288516690807,edge_21522,c3679426-c2ef-46b3-814e-9e100a2fbcd2,"LINESTRING (-21.7846224 64.1116145, -21.7844889 64.1118004)"
24704,10087,17416,legitimate,residential,,"LINESTRING (-21.7847219 64.111476, -21.7846224 64.1116145)",0.016183467230007798,edge_21521,c3679426-c2ef-46b3-814e-9e100a2fbcd2,"LINESTRING (-21.7846224 64.1116145, -21.7847219 64.111476)"
24705,10087,18762,legitimate,service,,"LINESTRING (-21.7846224 64.1116145, -21.7839728 64.1115198, -21.7838292 64.1117139, -21.7844817 64.1118093)",0.08964640231943138,edge_21514,8cedacdd-c183-44d7-aa11-2024f3e91264,"LINESTRING (-21.7846224 64.1116145, -21.7844817 64.1118093)"
24706,10089,3959,legitimate,residential,,"LINESTRING (-21.7282038 64.1701771, -21.7280374 64.1703449, -21.7277652 64.1705261, -21.727383 64.1707382, -21.7269753 64.1709175, -21.7264398 64.171093)",0.13533685581636418,edge_15762,17521af3-98db-4154-94be-771fa5d4fbcb,"LINESTRING (-21.7282038 64.1701771, -21.7264398 64.171093)"
24707,10090,1479,legitimate,service,,"LINESTRING (-21.7832844 64.1174428, -21.783015 64.1173477, -21.7816099 64.1174275)",0.08591429836523845,edge_20589,a17df1b4-6387-4aee-a0f1-686060098d0e,"LINESTRING (-21.7832844 64.1174428, -21.7816099 64.1174275)"
24708,10090,13564,legitimate,service,,"LINESTRING (-21.7832844 64.1174428, -21.7834873 64.1174507, -21.7836527 64.1174571)",0.018016544061357928,edge_20594,26d2190b-fe39-410f-bd8a-595faa20760b,"LINESTRING (-21.7832844 64.1174428, -21.7836527 64.1174571)"
24709,10090,17115,legitimate,service,,"LINESTRING (-21.7818772 64.1178159, -21.7830147 64.1177239, -21.7832844 64.1174428)",0.0903471372782974,edge_20593,26d2190b-fe39-410f-bd8a-595faa20760b,"LINESTRING (-21.7832844 64.1174428, -21.7818772 64.1178159)"
24710,10091,9157,legitimate,service,,"LINESTRING (-21.8460701 64.107827, -21.8459346 64.1078088, -21.845792 64.1077958)",0.014009547130558665,edge_1397,3a7c4f3e-3ad0-4fc0-b093-0a7b155095e3,"LINESTRING (-21.8460701 64.107827, -21.845792 64.1077958)"
24711,10091,932,legitimate,residential,,"LINESTRING (-21.8479694 64.1063373, -21.8475164 64.1065372, -21.8470031 64.1068407, -21.8466884 64.1071733, -21.8460701 64.107827)",0.1924385561829317,edge_1387,c3ca1ed4-e7e1-4c63-b1f9-8b70cafa41fb,"LINESTRING (-21.8460701 64.107827, -21.8479694 64.1063373)"
24712,10091,15009,legitimate,residential,,"LINESTRING (-21.8460701 64.107827, -21.8457904 64.1081323)",0.03666358994713424,edge_1388,c3ca1ed4-e7e1-4c63-b1f9-8b70cafa41fb,"LINESTRING (-21.8460701 64.107827, -21.8457904 64.1081323)"
24713,10092,9809,legitimate,service,,"LINESTRING (-21.8758825 64.2417779, -21.8757795 64.2419058)",0.015108489677775309,edge_14329,d6b2ad65-05f5-4887-be24-3ec43613aa8d,"LINESTRING (-21.8757795 64.2419058, -21.8758825 64.2417779)"
24714,10094,15722,legitimate,residential,,"LINESTRING (-21.6872585 64.1858004, -21.6866362 64.1856603)",0.03404220496207849,edge_16987,a93975bd-1a7a-4c16-b167-9f967db2f0f6,"LINESTRING (-21.6872585 64.1858004, -21.6866362 64.1856603)"
24715,10095,7354,legitimate,residential,,"LINESTRING (-21.7879721 64.1527899, -21.7880376 64.1528549, -21.7882604 64.1530762, -21.7884103 64.1531697, -21.788586 64.1532446, -21.7890387 64.1534239, -21.7893174 64.1535344, -21.7894136 64.1535655, -21.7895186 64.1535937, -21.7896211 64.1536166, -21.7897482 64.1536381, -21.789942 64.1536615, -21.7901713 64.1536876)",0.15298334769390518,edge_18501,3541216e-4243-4464-b760-1f86d284fa65,"LINESTRING (-21.7901713 64.1536876, -21.7879721 64.1527899)"
24716,10096,2391,legitimate,service,,"LINESTRING (-21.9615098 64.1417859, -21.9615638 64.1417871, -21.9617081 64.1417921, -21.9621668 64.1418098, -21.962199 64.1418085, -21.962229 64.1418034, -21.9622498 64.1417967, -21.9622666 64.1417882, -21.9623498 64.141742, -21.9623898 64.1415186, -21.9623901 64.1414337, -21.9623892 64.1414175, -21.9623761 64.1414024, -21.9623524 64.1413899, -21.9623096 64.1413799, -21.9622612 64.1413788, -21.962221 64.1413788, -21.961753 64.1413907, -21.9615334 64.1413963)",0.12437439135661615,edge_11779,2374cc81-9971-4044-9b15-34533b6590c6,"LINESTRING (-21.9615098 64.1417859, -21.9615334 64.1413963)"
24717,10096,2391,legitimate,residential,,"LINESTRING (-21.9615098 64.1417859, -21.9615154 64.1417463, -21.9615328 64.141583, -21.9615334 64.1413963)",0.04346055422387128,edge_12189,a503a80b-3a4b-4f5f-a16e-f99555731d84,"LINESTRING (-21.9615098 64.1417859, -21.9615334 64.1413963)"
24718,10096,2391,legitimate,service,,"LINESTRING (-21.9615098 64.1417859, -21.9615638 64.1417871, -21.9617081 64.1417921, -21.9621668 64.1418098, -21.962199 64.1418085, -21.962229 64.1418034, -21.9622498 64.1417967, -21.9622666 64.1417882, -21.9623498 64.141742, -21.9623898 64.1415186, -21.9623901 64.1414337, -21.9623892 64.1414175, -21.9623761 64.1414024, -21.9623524 64.1413899, -21.9623096 64.1413799, -21.9622612 64.1413788, -21.962221 64.1413788, -21.961753 64.1413907, -21.9615334 64.1413963)",0.12437439135661615,edge_11779,2374cc81-9971-4044-9b15-34533b6590c6,"LINESTRING (-21.9615098 64.1417859, -21.9615334 64.1413963)"
