,stnode,endnode,one_way,id,key,infra_type,Wkt,length,osm_id,geometry
12308,10249,11062,True,15615,edge_15615,tertiary,"LINESTRING (-21.8473879 64.1135329, -21.8472544 64.1135494, -21.8469985 64.113578, -21.8468204 64.1135979, -21.8465168 64.1136478, -21.8462035 64.1137161, -21.8460323 64.1137257)",0.0698703354130886,496937467,"LINESTRING (-21.8473879 64.1135329, -21.8460323 64.1137257)"
12309,10251,13383,False,2967,edge_2967,residential,"LINESTRING (-21.556197 64.2198175, -21.5565045 64.2194163, -21.5566853 64.2192568, -21.5567782 64.2191223, -21.5568898 64.2189084, -21.5569827 64.2187321, -21.5570537 64.2183609, -21.5571652 64.2181735, -21.5572395 64.2180163, -21.5574089 64.2178806, -21.5575328 64.2177335, -21.5576756 64.2175726)",0.2621727925370448,25113416,"LINESTRING (-21.556197 64.2198175, -21.5576756 64.2175726)"
12310,10252,7725,False,2233,edge_2233,residential,"LINESTRING (-21.9539125 64.1295378, -21.9538205 64.1294746, -21.9537328 64.1294216, -21.9536365 64.1293775, -21.9535365 64.12934, -21.952354 64.1290346, -21.9521503 64.128982)",0.1072831731076229,17483782,"LINESTRING (-21.9539125 64.1295378, -21.9521503 64.128982)"
12311,10252,10967,False,2254,edge_2254,residential,"LINESTRING (-21.9539125 64.1295378, -21.9539928 64.1295195, -21.954687 64.1293821)",0.04153003920298301,17483792,"LINESTRING (-21.9539125 64.1295378, -21.954687 64.1293821)"
12312,10255,15718,True,82,edge_82,primary,"LINESTRING (-21.957442 64.1515272, -21.9561514 64.1518943, -21.9551083 64.1521893, -21.9549183 64.152243)",0.14646486221944124,4346254,"LINESTRING (-21.957442 64.1515272, -21.9549183 64.152243)"
12313,10258,10457,True,15925,edge_15925,primary,"LINESTRING (-21.9409831 64.1381032, -21.9407275 64.13822)",0.01801175599040821,505383275,"LINESTRING (-21.9409831 64.1381032, -21.9407275 64.13822)"
12314,10259,8871,False,752,edge_752,residential,"LINESTRING (-21.8973102 64.1371652, -21.8973504 64.1371147)",0.005960295206057817,5079573,"LINESTRING (-21.8973102 64.1371652, -21.8973504 64.1371147)"
12315,10259,5414,False,6283,edge_6283,residential,"LINESTRING (-21.8973102 64.1371652, -21.8971458 64.1371395, -21.8957847 64.1369268, -21.8962638 64.1363627)",0.1459641391608795,65355466,"LINESTRING (-21.8973102 64.1371652, -21.8962638 64.1363627)"
12316,10260,697,False,7404,edge_7404,service,"LINESTRING (-21.7545395 64.0920844, -21.7544958 64.0921109, -21.7544347 64.0921263, -21.7543482 64.0921276, -21.7542786 64.0921117, -21.7541498 64.0920614, -21.754021 64.0920301, -21.7538811 64.0920122, -21.7536977 64.0920034, -21.7536092 64.0920122, -21.7535416 64.0920332, -21.7534852 64.0920662, -21.7534107 64.0920978, -21.7532692 64.0921364)",0.07310209535899317,93916988,"LINESTRING (-21.7545395 64.0920844, -21.7532692 64.0921364)"
12317,10261,15641,False,6880,edge_6880,service,"LINESTRING (-21.8406239 64.1110865, -21.8409737 64.1110887, -21.841317 64.1110909)",0.033783442125973964,87866107,"LINESTRING (-21.8406239 64.1110865, -21.841317 64.1110909)"
12318,10261,6468,False,11841,edge_11841,tertiary,"LINESTRING (-21.8406239 64.1110865, -21.8406103 64.1111928, -21.8405874 64.1118896)",0.08955537880941984,166633816,"LINESTRING (-21.8406239 64.1110865, -21.8405874 64.1118896)"
12319,10262,8797,True,9354,edge_9354,secondary,"LINESTRING (-21.8901573 64.124417, -21.8902861 64.1243191)",0.012588857240425322,119753980,"LINESTRING (-21.8901573 64.124417, -21.8902861 64.1243191)"
12320,10262,15171,True,9360,edge_9360,secondary,"LINESTRING (-21.8901573 64.124417, -21.8903006 64.124435, -21.8907695 64.1244886)",0.030873998852330085,119753989,"LINESTRING (-21.8901573 64.124417, -21.8907695 64.1244886)"
12321,10265,7519,False,1852,edge_1852,residential,"LINESTRING (-21.7818637 64.1038506, -21.7826562 64.1039628)",0.04060862824472932,9675648,"LINESTRING (-21.7818637 64.1038506, -21.7826562 64.1039628)"
12322,10265,962,False,7857,edge_7857,residential,"LINESTRING (-21.7818637 64.1038506, -21.7818216 64.1039048, -21.7815078 64.1043088)",0.0539458414949631,104751011,"LINESTRING (-21.7818637 64.1038506, -21.7815078 64.1043088)"
12323,10266,15066,False,2647,edge_2647,residential,"LINESTRING (-21.7512205 64.1247548, -21.75118 64.1248123)",0.00670679900369214,23433035,"LINESTRING (-21.7512205 64.1247548, -21.75118 64.1248123)"
12324,10267,12998,False,1301,edge_1301,residential,"LINESTRING (-21.9127274 64.1425001, -21.9127187 64.1427111, -21.912723 64.1427887, -21.9127236 64.1427987)",0.03329452064289731,5170862,"LINESTRING (-21.9127274 64.1425001, -21.9127236 64.1427987)"
12325,10267,10173,False,15012,edge_15012,service,"LINESTRING (-21.9127274 64.1425001, -21.9125889 64.1425018, -21.9122762 64.1425032)",0.021968957315615732,364680583,"LINESTRING (-21.9127274 64.1425001, -21.9122762 64.1425032)"
12326,10269,14368,True,9213,edge_9213,service,"LINESTRING (-21.9009088 64.1401047, -21.9008886 64.140161, -21.9008696 64.1402141)",0.012344285287167363,117091529,"LINESTRING (-21.9009088 64.1401047, -21.9008696 64.1402141)"
12327,10270,9098,True,9974,edge_9974,tertiary,"LINESTRING (-21.8407501 64.1123303, -21.8407222 64.1123028, -21.8406778 64.1122482, -21.8405825 64.1119823)",0.039817566254419186,135693707,"LINESTRING (-21.8407501 64.1123303, -21.8405825 64.1119823)"
12328,10270,10314,True,13795,edge_13795,tertiary,"LINESTRING (-21.8407501 64.1123303, -21.8406722 64.1123109, -21.8405845 64.1123025, -21.8404951 64.1123059, -21.8404121 64.1123207)",0.017486678024006424,226566714,"LINESTRING (-21.8407501 64.1123303, -21.8404121 64.1123207)"
12329,10272,8059,True,168,edge_168,tertiary,"LINESTRING (-21.910463 64.1349471, -21.9103707 64.1350457)",0.011875295873989673,4370531,"LINESTRING (-21.910463 64.1349471, -21.9103707 64.1350457)"
12330,10272,5333,True,16335,edge_16335,trunk,"LINESTRING (-21.910463 64.1349471, -21.9102568 64.134913, -21.9098992 64.1348578)",0.029205464962359935,517350956,"LINESTRING (-21.910463 64.1349471, -21.9098992 64.1348578)"
12331,10273,5840,False,12451,edge_12451,residential,"LINESTRING (-21.7503281 64.1572691, -21.7500736 64.1576282, -21.7498586 64.1579979)",0.08442478284679969,185624243,"LINESTRING (-21.7503281 64.1572691, -21.7498586 64.1579979)"
12332,10274,950,False,2287,edge_2287,residential,"LINESTRING (-21.9519989 64.1337427, -21.9514122 64.1335986)",0.03277745752671641,18968588,"LINESTRING (-21.9519989 64.1337427, -21.9514122 64.1335986)"
12333,10276,445,False,8496,edge_8496,service,"LINESTRING (-21.8508157 64.1498544, -21.850279 64.1499589)",0.028600946541802286,108336304,"LINESTRING (-21.8508157 64.1498544, -21.850279 64.1499589)"
12334,10276,1434,False,16591,edge_16591,service,"LINESTRING (-21.8508157 64.1498544, -21.8497763 64.1488471)",0.12316235813409149,561377032,"LINESTRING (-21.8508157 64.1498544, -21.8497763 64.1488471)"
12335,10277,13027,False,960,edge_960,residential,"LINESTRING (-21.8766397 64.1409365, -21.877395 64.1409391, -21.878498 64.1409454)",0.0904773011908894,5118995,"LINESTRING (-21.8766397 64.1409365, -21.878498 64.1409454)"
12336,10278,15872,False,15789,edge_15789,residential,"LINESTRING (-21.8845774 64.1322355, -21.8842057 64.1321726, -21.8840255 64.13213)",0.029391006602642884,497478374,"LINESTRING (-21.8845774 64.1322355, -21.8840255 64.13213)"
12337,10279,8694,True,11651,edge_11651,primary_link,"LINESTRING (-21.8987382 64.1260046, -21.8988797 64.1261285, -21.8989581 64.1262048, -21.8990912 64.1263719, -21.899195 64.1265361, -21.8992416 64.1266227, -21.8995555 64.1272064, -21.899699 64.1276174, -21.8998916 64.1280096)",0.2313004476614148,164462262,"LINESTRING (-21.8987382 64.1260046, -21.8998916 64.1280096)"
12338,10281,1228,False,17123,edge_17123,service,"LINESTRING (-21.7974008 64.1216318, -21.7974194 64.1217889)",0.017536813855919858,586636535,"LINESTRING (-21.7974008 64.1216318, -21.7974194 64.1217889)"
12339,10282,11350,True,13777,edge_13777,primary,"LINESTRING (-21.9001919 64.1302784, -21.9002275 64.1301793, -21.9002666 64.1300213, -21.9003128 64.1298348, -21.9003787 64.1295232)",0.08469646079151277,223700557,"LINESTRING (-21.9001919 64.1302784, -21.9003787 64.1295232)"
12340,10283,12886,True,17487,edge_17487,trunk,"LINESTRING (-21.8362624 64.2724442, -21.8364246 64.2726668, -21.8365972 64.2728688, -21.836856 64.2731069, -21.837348 64.2735374, -21.8376488 64.2737622)",0.1619877523654763,614071958,"LINESTRING (-21.8362624 64.2724442, -21.8376488 64.2737622)"
12341,10284,4444,False,1949,edge_1949,residential,"LINESTRING (-21.8011557 64.1225045, -21.7996759 64.1225257)",0.07213070985351376,10311379,"LINESTRING (-21.8011557 64.1225045, -21.7996759 64.1225257)"
12342,10285,5209,False,7497,edge_7497,residential,"LINESTRING (-21.7906082 64.1449049, -21.790717 64.1449543, -21.7908811 64.1450289)",0.0191718417364647,97406713,"LINESTRING (-21.7906082 64.1449049, -21.7908811 64.1450289)"
12343,10285,3527,False,16674,edge_16674,tertiary,"LINESTRING (-21.7906082 64.1449049, -21.7905187 64.1449425, -21.7900882 64.1451232, -21.7900093 64.1451542, -21.7899378 64.1451771, -21.7898513 64.1451983, -21.7897641 64.1452153, -21.7896837 64.1452284, -21.7895394 64.1452519, -21.789445 64.1452741, -21.7893579 64.1452989, -21.7886434 64.1455986, -21.7885381 64.1456428)",0.13136608982994719,563742005,"LINESTRING (-21.7906082 64.1449049, -21.7885381 64.1456428)"
12344,10286,15865,True,8960,edge_8960,service,"LINESTRING (-21.8748799 64.1361929, -21.8741699 64.1357769)",0.05784415995153712,111876757,"LINESTRING (-21.8748799 64.1361929, -21.8741699 64.1357769)"
12345,10286,1718,False,10591,edge_10591,service,"LINESTRING (-21.8748799 64.1361929, -21.8746988 64.1362817)",0.013257497033233314,149917586,"LINESTRING (-21.8748799 64.1361929, -21.8746988 64.1362817)"
12346,10287,7452,False,15309,edge_15309,service,"LINESTRING (-21.920662 64.1460398, -21.9207843 64.1459693, -21.9208005 64.14596)",0.011161996496772205,413492790,"LINESTRING (-21.920662 64.1460398, -21.9208005 64.14596)"
12347,10287,3624,False,16753,edge_16753,tertiary,"LINESTRING (-21.920662 64.1460398, -21.9212956 64.146249, -21.921612 64.1463531)",0.05794998566037451,576914895,"LINESTRING (-21.920662 64.1460398, -21.921612 64.1463531)"
12348,10290,7748,False,1922,edge_1922,residential,"LINESTRING (-21.7930028 64.1199101, -21.7928534 64.1201283)",0.02539051551642519,10311312,"LINESTRING (-21.7930028 64.1199101, -21.7928534 64.1201283)"
12349,10290,15507,False,15279,edge_15279,service,"LINESTRING (-21.7930028 64.1199101, -21.7930877 64.1199256, -21.7932573 64.1199572, -21.7940613 64.1199489)",0.052648998120070185,405398927,"LINESTRING (-21.7930028 64.1199101, -21.7940613 64.1199489)"
12350,10291,4202,True,15706,edge_15706,secondary,"LINESTRING (-21.8659038 64.1316169, -21.8659856 64.1316551)",0.005831414518497996,497274535,"LINESTRING (-21.8659038 64.1316169, -21.8659856 64.1316551)"
12351,10292,9195,False,2487,edge_2487,residential,"LINESTRING (-21.8317792 64.1109661, -21.8309799 64.1109635)",0.038957042496950915,23296415,"LINESTRING (-21.8317792 64.1109661, -21.8309799 64.1109635)"
12352,10292,5551,False,11816,edge_11816,service,"LINESTRING (-21.8317792 64.1109661, -21.8317658 64.1113455)",0.0423001979158465,166119609,"LINESTRING (-21.8317792 64.1109661, -21.8317658 64.1113455)"
12353,10293,6728,False,3260,edge_3260,service,"LINESTRING (-21.8809805 64.145816, -21.8809759 64.145646, -21.8818929 64.145648, -21.8818862 64.1458184, -21.8816616 64.1458184)",0.09352179604743019,26529671,"LINESTRING (-21.8809805 64.145816, -21.8816616 64.1458184)"
12354,10295,13498,False,3450,edge_3450,residential,"LINESTRING (-21.8177144 64.1413945, -21.8185434 64.1414703)",0.04123438351408938,26985781,"LINESTRING (-21.8177144 64.1413945, -21.8185434 64.1414703)"
12355,10296,4399,False,12735,edge_12735,track,"LINESTRING (-21.5573387 64.3356237, -21.5569059 64.3360631, -21.5564767 64.3364058, -21.5548138 64.3385164)",0.34539011642850986,191922954,"LINESTRING (-21.5573387 64.3356237, -21.5548138 64.3385164)"
12356,10296,811,False,12736,edge_12736,track,"LINESTRING (-21.5573387 64.3356237, -21.5574433 64.3354018, -21.5572148 64.335127, -21.5566461 64.334732, -21.5543072 64.333547, -21.5536957 64.3334123, -21.5521615 64.3335656, -21.5517001 64.3337004, -21.5515177 64.3338444, -21.5502979 64.3341007, -21.5495973 64.3340257, -21.5488248 64.3338259, -21.5484632 64.3335431, -21.5479483 64.3335106, -21.5473045 64.333557)",0.674778829017154,191922955,"LINESTRING (-21.5573387 64.3356237, -21.5473045 64.333557)"
12357,10297,9705,False,4885,edge_4885,service,"LINESTRING (-21.7839906 64.1161629, -21.7837355 64.1159057)",0.03125109174981268,37857162,"LINESTRING (-21.7839906 64.1161629, -21.7837355 64.1159057)"
12358,10298,9975,True,6087,edge_6087,trunk_link,"LINESTRING (-21.82538 64.124046, -21.8275146 64.1241463, -21.8277152 64.1241577)",0.11444006286992596,60844907,"LINESTRING (-21.82538 64.124046, -21.8277152 64.1241577)"
12359,10298,3696,True,11070,edge_11070,trunk,"LINESTRING (-21.82538 64.124046, -21.8261887 64.1240344, -21.8309552 64.1239564, -21.83277 64.1239454, -21.8340612 64.123954, -21.8361471 64.124002, -21.8375193 64.1240488)",0.5919074951925477,157875418,"LINESTRING (-21.82538 64.124046, -21.8375193 64.1240488)"
12360,10299,9277,True,6155,edge_6155,tertiary,"LINESTRING (-21.8439511 64.1247882, -21.8441273 64.1248115, -21.8444654 64.1248991, -21.8447367 64.1250212, -21.845088 64.1252603, -21.8453699 64.1255156)",0.1103626717407254,63046827,"LINESTRING (-21.8439511 64.1247882, -21.8453699 64.1255156)"
12361,10300,15660,False,19105,edge_19105,service,"LINESTRING (-21.8952308 64.1451346, -21.8951074 64.1451913, -21.894946 64.145261)",0.019769757145908375,681003079,"LINESTRING (-21.8952308 64.1451346, -21.894946 64.145261)"
12362,10300,7321,False,19107,edge_19107,service,"LINESTRING (-21.8952308 64.1451346, -21.8953778 64.1451811, -21.8955924 64.1452308, -21.895752 64.1452577, -21.8959987 64.1452758, -21.89622 64.1452805, -21.8962683 64.1452817)",0.054305305919921325,681003081,"LINESTRING (-21.8952308 64.1451346, -21.8962683 64.1452817)"
12363,10302,664,True,13771,edge_13771,trunk,"LINESTRING (-21.8983476 64.1330425, -21.8979982 64.1329879)",0.018071350477694835,223697066,"LINESTRING (-21.8983476 64.1330425, -21.8979982 64.1329879)"
12364,10302,12044,True,13775,edge_13775,primary,"LINESTRING (-21.8983476 64.1330425, -21.8984212 64.132959, -21.8984857 64.1328854, -21.8986518 64.1326975)",0.041214898086741766,223700358,"LINESTRING (-21.8983476 64.1330425, -21.8986518 64.1326975)"
12365,10304,9122,False,5862,edge_5862,service,"LINESTRING (-21.8868995 64.1374315, -21.8867924 64.1373568, -21.886531 64.1371674)",0.03447941199356832,56789926,"LINESTRING (-21.8868995 64.1374315, -21.886531 64.1371674)"
12366,10304,2171,False,5867,edge_5867,residential,"LINESTRING (-21.8868995 64.1374315, -21.8862796 64.1376322)",0.03757183665043487,56789930,"LINESTRING (-21.8868995 64.1374315, -21.8862796 64.1376322)"
12367,10304,6610,False,12951,edge_12951,service,"LINESTRING (-21.8868995 64.1374315, -21.8869655 64.1374612, -21.8870379 64.13749, -21.8872827 64.1375847)",0.02530482198559685,196778388,"LINESTRING (-21.8868995 64.1374315, -21.8872827 64.1375847)"
12368,10305,15746,True,8156,edge_8156,trunk_link,"LINESTRING (-21.8836093 64.1313328, -21.8837927 64.1312361, -21.8839026 64.1312007, -21.8839935 64.131181, -21.8840303 64.131177, -21.8841756 64.1311611, -21.8843419 64.1311634, -21.8849057 64.1311826)",0.07037816566193132,106947512,"LINESTRING (-21.8836093 64.1313328, -21.8849057 64.1311826)"
12369,10305,109,True,14699,edge_14699,tertiary,"LINESTRING (-21.8836093 64.1313328, -21.8837736 64.1311275, -21.883861 64.1310182)",0.03715199782971791,320414961,"LINESTRING (-21.8836093 64.1313328, -21.883861 64.1310182)"
12370,10307,8167,False,3299,edge_3299,service,"LINESTRING (-21.8773802 64.1461054, -21.8773844 64.145737)",0.04106959284637287,26752747,"LINESTRING (-21.8773802 64.1461054, -21.8773844 64.145737)"
12371,10307,10955,False,3300,edge_3300,service,"LINESTRING (-21.8773802 64.1461054, -21.8768396 64.146113)",0.026327921640005376,26752748,"LINESTRING (-21.8773802 64.1461054, -21.8768396 64.146113)"
12372,10308,1375,False,9254,edge_9254,service,"LINESTRING (-21.6180006 64.1795464, -21.6175799 64.1795518)",0.02046224550637201,117624514,"LINESTRING (-21.6180006 64.1795464, -21.6175799 64.1795518)"
12373,10309,7379,False,8494,edge_8494,service,"LINESTRING (-21.8523538 64.1495951, -21.8518093 64.1496653, -21.8516396 64.1496941)",0.03649348654967105,108336304,"LINESTRING (-21.8523538 64.1495951, -21.8516396 64.1496941)"
12374,10310,9902,False,7442,edge_7442,service,"LINESTRING (-21.8344065 64.1229964, -21.834531 64.1234356)",0.04933591849165931,94809684,"LINESTRING (-21.8344065 64.1229964, -21.834531 64.1234356)"
12375,10311,5035,False,15339,edge_15339,service,"LINESTRING (-21.8019634 64.1188142, -21.8020614 64.1187018, -21.8021118 64.1186446)",0.020242357043101986,428727456,"LINESTRING (-21.8019634 64.1188142, -21.8021118 64.1186446)"
12376,10313,3965,False,2869,edge_2869,residential,"LINESTRING (-21.754682 64.1244765, -21.7548168 64.1244316, -21.7549231 64.1244284, -21.7550115 64.1244382, -21.7550804 64.1244493, -21.7551463 64.1244702, -21.7551957 64.1244996, -21.7552302 64.1245343, -21.7552318 64.1245733, -21.7552093 64.1246217, -21.7549749 64.1247485)",0.06174320473626381,23994901,"LINESTRING (-21.754682 64.1244765, -21.7549749 64.1247485)"
12377,10314,14810,True,13796,edge_13796,tertiary,"LINESTRING (-21.8404121 64.1123207, -21.8403522 64.1123414)",0.0037211627950000416,226566714,"LINESTRING (-21.8404121 64.1123207, -21.8403522 64.1123414)"
12378,10316,520,False,4921,edge_4921,tertiary,"LINESTRING (-21.9863559 64.15077, -21.986305 64.1507094)",0.007195524270353552,38303561,"LINESTRING (-21.9863559 64.15077, -21.986305 64.1507094)"
12379,10316,9896,True,11737,edge_11737,tertiary,"LINESTRING (-21.9863559 64.15077, -21.9866132 64.1507305, -21.987053 64.1506628)",0.03596974796975434,165289456,"LINESTRING (-21.9863559 64.15077, -21.987053 64.1506628)"
12380,10317,6873,False,3870,edge_3870,service,"LINESTRING (-21.755331 64.1455323, -21.7550656 64.1456381)",0.017493098394258645,28742980,"LINESTRING (-21.755331 64.1455323, -21.7550656 64.1456381)"
12381,10317,11732,False,17009,edge_17009,service,"LINESTRING (-21.755331 64.1455323, -21.7545268 64.1451623, -21.7539796 64.1448743)",0.09858346135955816,583598355,"LINESTRING (-21.755331 64.1455323, -21.7539796 64.1448743)"
12382,10318,9080,False,9754,edge_9754,service,"LINESTRING (-21.7847072 64.1131574, -21.7847729 64.1133099, -21.78495 64.1133356, -21.7851233 64.1133365)",0.03483934550184653,129772649,"LINESTRING (-21.7847072 64.1131574, -21.7851233 64.1133365)"
12383,10319,12148,False,9501,edge_9501,service,"LINESTRING (-21.7521858 64.1458174, -21.7524185 64.1456894)",0.018218614048182234,120297487,"LINESTRING (-21.7521858 64.1458174, -21.7524185 64.1456894)"
12384,10320,7899,True,9957,edge_9957,primary_link,"LINESTRING (-21.8493994 64.1069837, -21.8491527 64.1069822, -21.8490481 64.1069867)",0.017149749219882063,134823778,"LINESTRING (-21.8493994 64.1069837, -21.8490481 64.1069867)"
12385,10321,10658,False,282,edge_282,residential,"LINESTRING (-22.0035563 64.1572786, -22.0036655 64.1572995, -22.0041096 64.1573952, -22.004456 64.1574898, -22.0053963 64.1577329, -22.0057611 64.1577794, -22.0062084 64.1578024, -22.0063863 64.157809, -22.0066351 64.1578111)",0.1641576053800819,5013913,"LINESTRING (-22.0035563 64.1572786, -22.0066351 64.1578111)"
12386,10321,1144,False,508,edge_508,residential,"LINESTRING (-22.0035563 64.1572786, -22.0033041 64.1575442)",0.03205112817474239,5014139,"LINESTRING (-22.0035563 64.1572786, -22.0033041 64.1575442)"
12387,10322,1613,False,5370,edge_5370,residential,"LINESTRING (-21.7934123 64.1415835, -21.7932111 64.1415741, -21.7930475 64.1415688)",0.017837706562245596,48317778,"LINESTRING (-21.7934123 64.1415835, -21.7930475 64.1415688)"
12388,10322,3426,False,7141,edge_7141,residential,"LINESTRING (-21.7934123 64.1415835, -21.7934314 64.1415208, -21.7935547 64.1409632)",0.06950149966919404,91902414,"LINESTRING (-21.7934123 64.1415835, -21.7935547 64.1409632)"
12389,10323,2804,False,6847,edge_6847,service,"LINESTRING (-21.8411334 64.1091771, -21.8421442 64.1091732)",0.04926905153052199,87864705,"LINESTRING (-21.8411334 64.1091771, -21.8421442 64.1091732)"
12390,10323,11751,False,6856,edge_6856,service,"LINESTRING (-21.8411334 64.1091771, -21.8411329 64.1093267)",0.016677281083617414,87864719,"LINESTRING (-21.8411334 64.1091771, -21.8411329 64.1093267)"
12391,10324,5889,False,3792,edge_3792,service,"LINESTRING (-21.8891436 64.1311675, -21.8895408 64.1307068, -21.8895715 64.1306712)",0.05912191145369682,28248170,"LINESTRING (-21.8891436 64.1311675, -21.8895715 64.1306712)"
12392,10328,5644,False,6590,edge_6590,service,"LINESTRING (-21.6964511 64.174409, -21.6962549 64.1737843, -21.6962948 64.1737419, -21.696378 64.1737302, -21.6969897 64.173718)",0.10942905426715527,72694449,"LINESTRING (-21.6964511 64.174409, -21.6969897 64.173718)"
12393,10328,6415,False,14628,edge_14628,residential,"LINESTRING (-21.6964511 64.174409, -21.6957008 64.1744575)",0.036882894810265854,301100531,"LINESTRING (-21.6964511 64.174409, -21.6957008 64.1744575)"
12394,10330,12059,False,9658,edge_9658,unclassified,"LINESTRING (-21.5558142 64.1986984, -21.5557874 64.1986382, -21.5558329 64.1985892, -21.5559474 64.1985349, -21.5567381 64.1982831, -21.5570668 64.1981805)",0.0881724912376895,126713539,"LINESTRING (-21.5558142 64.1986984, -21.5570668 64.1981805)"
12395,10330,5735,False,14971,edge_14971,unclassified,"LINESTRING (-21.5558142 64.1986984, -21.5561467 64.198762, -21.5565293 64.1988663, -21.5569683 64.199022)",0.06706547595603861,351982545,"LINESTRING (-21.5558142 64.1986984, -21.5569683 64.199022)"
12396,10333,3232,False,397,edge_397,residential,"LINESTRING (-21.9780715 64.1489242, -21.9781047 64.148907, -21.9781143 64.1488842, -21.978102 64.1488508, -21.9780348 64.1488296)",0.012898318903932634,5014075,"LINESTRING (-21.9780715 64.1489242, -21.9780348 64.1488296)"
12397,10334,675,False,3374,edge_3374,tertiary,"LINESTRING (-21.6886787 64.1571462, -21.6883676 64.1571754, -21.6852763 64.1574093, -21.6808654 64.1577547)",0.3861819095217326,26891411,"LINESTRING (-21.6886787 64.1571462, -21.6808654 64.1577547)"
12398,10335,11841,True,9831,edge_9831,tertiary,"LINESTRING (-21.8422668 64.105856, -21.8423079 64.1057567)",0.01124970298979634,131974396,"LINESTRING (-21.8422668 64.105856, -21.8423079 64.1057567)"
12399,10336,1923,True,836,edge_836,residential,"LINESTRING (-21.9551569 64.1494925, -21.9552641 64.1495693, -21.9562069 64.1502449, -21.9562321 64.150268, -21.9562571 64.150291, -21.956282 64.1503139)",0.10673501740693875,5098116,"LINESTRING (-21.9551569 64.1494925, -21.956282 64.1503139)"
12400,10337,10680,True,4575,edge_4575,tertiary,"LINESTRING (-21.7264515 64.1599133, -21.7260929 64.1595583, -21.7258251 64.1593975, -21.7252574 64.1590862, -21.7251531 64.1589482)",0.12596411030977073,33655259,"LINESTRING (-21.7264515 64.1599133, -21.7251531 64.1589482)"
12401,10337,11368,False,4576,edge_4576,tertiary,"LINESTRING (-21.7264515 64.1599133, -21.7267942 64.1601838, -21.7271373 64.1604797)",0.0714274009687342,33655260,"LINESTRING (-21.7264515 64.1599133, -21.7271373 64.1604797)"
12402,10338,8070,True,18538,edge_18538,tertiary,"LINESTRING (-21.9199607 64.1396583, -21.9200955 64.139685)",0.007206472699405998,672996681,"LINESTRING (-21.9199607 64.1396583, -21.9200955 64.139685)"
12403,10339,6301,False,2657,edge_2657,residential,"LINESTRING (-21.7630575 64.1227314, -21.7631271 64.1227448, -21.7632949 64.1227981, -21.7634408 64.1228604, -21.7635652 64.1229388, -21.7638768 64.123142, -21.7642295 64.1233804)",0.09330007477076792,23433289,"LINESTRING (-21.7630575 64.1227314, -21.7642295 64.1233804)"
12404,10339,14051,False,8365,edge_8365,residential,"LINESTRING (-21.7630575 64.1227314, -21.7631579 64.1226776, -21.7633025 64.1226, -21.7634471 64.1225584, -21.7636509 64.1227176)",0.047665288719535265,107662298,"LINESTRING (-21.7630575 64.1227314, -21.7636509 64.1227176)"
12405,10340,4707,False,12254,edge_12254,service,"LINESTRING (-21.8689144 64.1221625, -21.868463 64.1224599)",0.03978435636631864,175362868,"LINESTRING (-21.8689144 64.1221625, -21.868463 64.1224599)"
12406,10340,12979,False,12287,edge_12287,service,"LINESTRING (-21.8689144 64.1221625, -21.8688488 64.1221481, -21.8687496 64.1221262, -21.8677917 64.1219904)",0.05805217527305011,175362899,"LINESTRING (-21.8689144 64.1221625, -21.8677917 64.1219904)"
12407,10341,3748,True,886,edge_886,residential,"LINESTRING (-21.934286 64.1459058, -21.9343008 64.1458893)",0.0019754579446948257,5118863,"LINESTRING (-21.934286 64.1459058, -21.9343008 64.1458893)"
12408,10342,13618,False,3186,edge_3186,residential,"LINESTRING (-21.8552299 64.1178865, -21.8536049 64.1179248)",0.07929389296212919,26200952,"LINESTRING (-21.8552299 64.1178865, -21.8536049 64.1179248)"
12409,10342,12631,False,3975,edge_3975,service,"LINESTRING (-21.8552299 64.1178865, -21.8552488 64.1179577, -21.8552811 64.1182918, -21.8553393 64.11831, -21.8553756 64.1184456)",0.06397554295570405,29367010,"LINESTRING (-21.8552299 64.1178865, -21.8553756 64.1184456)"
12410,10343,8936,False,12180,edge_12180,tertiary,"LINESTRING (-21.3599915 64.3564492, -21.3609639 64.3564177, -21.3618649 64.3563707)",0.09094462233309707,170825514,"LINESTRING (-21.3599915 64.3564492, -21.3618649 64.3563707)"
12411,10343,12465,False,12761,edge_12761,service,"LINESTRING (-21.3599915 64.3564492, -21.360029 64.3569044, -21.3597501 64.3573107)",0.09803597286610566,192110503,"LINESTRING (-21.3599915 64.3564492, -21.3597501 64.3573107)"
12412,10344,12333,False,5710,edge_5710,residential,"LINESTRING (-21.865441 64.1445258, -21.865181 64.1443573)",0.02265034681618188,51493362,"LINESTRING (-21.865441 64.1445258, -21.865181 64.1443573)"
12413,10345,14823,False,6148,edge_6148,tertiary,"LINESTRING (-21.7508726 64.1848689, -21.7506005 64.1846458, -21.750374 64.1844354, -21.750176 64.1841786, -21.7500631 64.183779, -21.7499524 64.1833368, -21.7498524 64.1828222, -21.7498098 64.1826535, -21.7497587 64.182239, -21.7497438 64.1819127, -21.7497545 64.1816327, -21.7498226 64.1810995, -21.7500376 64.1800518, -21.750144 64.1795975)",0.5968342170203557,62516688,"LINESTRING (-21.7508726 64.1848689, -21.750144 64.1795975)"
