,m03_01,m03_02,m05_01,m08_02,m10,m01_01,m01_02,m02_01,m02_02,m04_02,m06_01,m07_01,m07_02,m07_03,m09_01,osmid,rep
1184,0,1.057825978,0,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,16701672,63
1185,0.058531746,1.017951345,2,0.003270619,0,1,1,1.000130772,0.000111784,0.116210215,1.000044013,3.80E-05,529.004541,3008.794017,0,208510126,63
1186,0,0.989729663,6,0,0.045008189,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,17031706,63
1187,0,1.057056,10,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,225554755,63
1188,0,1.056872824,0,0,0.090856084,1.001806295,1.002695418,1,-1.81E-15,0,1,1.48E-15,0,0,0,1033017064,63
1189,0.009920635,1.076606374,0,0.001437886,0,1,1,1.000477647,0.000414744,0.032198372,1.000014919,2.23E-05,3634.829316,5715.533384,0,32009920,63
1190,0,0.983591003,13,0,0,1.000041811,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,2259122821,63
1191,0.13343254,1.031641761,0,0.096764977,0.008844075,1.000612598,1.000896861,1.009425444,0.008424513,0.135455218,1.004761747,0.015925203,309693.4444,2690419.308,0,1369913747,63
1192,0,0.975632726,6,0,0.123394927,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,17181764,63
1193,0.000992063,1.085410682,1,0.011043379,0,1,1,1,-1.81E-15,0.028497409,1,1.48E-15,0,0,0,12991310,63
1194,0,1.042448936,1,0,0,1.000324788,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,1553315534,63
1195,0.050099206,1.116656908,0,0.009027326,0,1,1,1.001349834,0.000950705,0.062916358,1.000401215,0.000503483,30953.41463,76002.95412,0,12771325,63
1196,0,1.046657675,6,0,0.251922392,1.000582039,1.000896861,1,-1.81E-15,0,1,1.48E-15,0,0,0,124152465,63
1197,0,0.987704879,0,0,0,1.001511898,1.001795332,1,-1.81E-15,0,1,1.48E-15,0,0,0,4045318706,63
1198,0,1.041151695,2,0,0,1.002360255,1.001795332,1,-1.81E-15,0,1,1.48E-15,0,0,0,312567880,63
1199,0,0,8,0,0.001067167,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,15571557,63
1200,0.022321429,0.990036183,6,0.01121388,0,1.001154335,1.000896861,1.000182962,0.000309083,0.025166543,1.000132243,0.000155096,4893.879698,16284.61297,0,1605716235,63
1201,0,1.045164,5,0,0.00110541,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,2307022434,63
1202,0.020833333,1.023291643,0,0.02300766,0,1.000594971,1.000896861,1.000738254,0.001088662,0.035159141,1.00027487,0.001584914,252921.6537,431989.5709,0,21894789,63
1203,0,1.019088,8,0,0.014056583,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,15571558,63
1204,0.010912698,1.023129255,2,0.00493849,0,1.003203312,1.003597122,1.000147137,0.000186822,0.017394523,1.000031264,9.11E-05,28570.54801,29087.60543,0,267610355,63
1205,0,1.132642219,10,0,0.0972677,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,14791482,63
1206,0.045138889,0.853789094,0,0.022250986,0,1.000584919,1.000896861,1.00926917,0.005749787,0.026646928,1.001493406,0.006647749,543511.4724,1523253.613,0,215415084,63
1207,0.03125,1.011528578,0,0.001877845,0.028087023,1.001241667,1.001795332,1.00453201,0.00225352,0.02553664,1.000094799,0.000416265,95681.29541,133927.4335,0,436923011,63
1208,0,1.021581937,10,0.002496631,0,1.01881393,1.001795332,1,-1.81E-15,0.018134715,1,1.48E-15,0,0,0,47584755,63
1209,0.014880952,1.013215593,18,0.016473628,0.007038471,1.007507827,1.009041591,1.000437152,0.001640131,0.011843079,1.000342188,0.000867757,252622.2704,276962.3206,0,47625938,63
1210,0.023809524,1.02459876,0,0.031672408,0,1,1,1.001092256,0.001240761,0.050703183,1.000452916,0.000425509,36215.5107,82385.48077,0,217818202,63
1211,0,1.025592565,17,0,0.026211743,1.000066492,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,2073514916,63
1212,0.001488095,1.045577025,0,0.018289769,0,1,1,1.000081332,6.78E-05,0.004071058,1.000121055,0.001381893,150155.4337,333139.6655,0,33201296,63
1213,0,1.030533417,0,0,0,1.000591991,1.000896861,1,-1.81E-15,0,1,1.48E-15,0,0,0,85524248,63
1214,0.108630952,1.078140192,7,0.055457767,0,1.034504252,1.04494382,1.001174684,0.004166337,0.12250185,1.00116012,0.001350259,51285.23862,354920.6808,0,2284914750,63
1215,0.03125,1.00495893,0,0.011111608,0.013519546,1.001175439,1.001795332,1,-1.81E-15,0,1,1.48E-15,0,0,0,1963619546,63
1216,0.03125,1.035287671,0,0.023598095,0,1.003070285,1.003597122,1,-1.81E-15,0.023316062,1,1.48E-15,0,0,8.98E-05,662129942,63
1217,0,1.007091831,3,0,0,1.002698225,1.002695418,1,-1.81E-15,0,1,1.48E-15,0,0,0,3737114078,63
1218,0.028769841,1.072923808,0,0.00344073,0,1,1,1.000240355,0.000146515,0.021465581,1.000013728,5.97E-05,18143.77156,18338.66304,0,20992105,63
1219,0.193452381,1.020749309,0,0.085951707,0,1.00191485,1.002695418,1.008296434,0.007404819,0.17357513,1.004166755,0.009159087,142182.1421,1241634.359,0,12641273,63
1220,0,1.016639175,0,0,0.005290042,1.000738998,1.000896861,1,-1.81E-15,0,1,1.48E-15,0,0,0,1234812245,63
1221,0.039186508,1.024774259,2,0.020508817,0,1.005703485,1.008130081,1.001465966,0.00319666,0.051813472,1.000475107,0.001167047,165774.7506,250781.714,0,124537197,63
1222,0.041666667,1.039369897,4,0.021337804,0,1.010600086,1.012704174,1.000491121,0.001867158,0.052183568,1.000310935,0.000368648,59142.2898,84738.32232,0,2272923034,63
1223,0,1.024303029,2,0,0.082757962,1.001397895,1.001795332,1,-1.81E-15,0,1,1.48E-15,0,0,0,2291416809,63
1224,0.021825397,1.037897487,2,0.027687586,0.02844197,1.007776263,1.010869565,1.001684815,0.002658488,0.028497409,1.001948243,0.007568607,150107.5115,2124104.8,0,1672622895,63
1225,0.031746032,1.070509824,10,0.009334211,0,1.002358157,1.003597122,1.005987789,0.006222019,0.041080681,1.000953298,0.00267642,377078.1976,674373.9664,0,2157221681,63
1226,0,1.009271302,0,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,6611359,63
1227,0,0.999982731,0,0,0.042324315,1.000618062,1.000896861,1,-1.81E-15,0,1,1.48E-15,0,0,0,3688513481,63
1228,0.020337302,1.033883137,3,0.008533995,0.066607933,1.007648677,1.009041591,1.001755637,0.00423278,0.0196151,1.000604506,0.00155224,378975.825,427945.3262,0,1056320245,63
1229,0.028769841,1.087132127,1,0.030003773,0.157315498,1,1,1.00372226,0.004140701,0.055514434,1.001657254,0.006563746,524632.0946,1757033.321,0,211037450,63
1230,0,1.027043373,2,0.001394393,0.006407391,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,23672369,63
1231,0.007440476,1.014748946,5,0.003927616,0.000119526,1.005268494,1.006311993,1.000239173,0.000976905,0.017394523,1.00004691,0.000241202,63612.84916,77651.99954,0,120643540,63
1232,0,0,0,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,34333433,63
1233,0,1.029851737,0,0,0.438969393,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,16641770,63
1234,0,0,7,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,14371437,63
1235,0.266865079,1.042510627,3,0.143722816,0.006878614,1.010945928,1.013623978,1.00241131,0.003337127,0.198741673,1.001497919,0.003191418,100654.0712,442907.0778,0,2267312955,63
1236,0,1.01916053,5,0,0,1,1,1,-1.81E-15,0.012213175,1,1.48E-15,0,0,0,72732,63
1237,0.046626984,0.996178437,0,0.069650618,0,1.014278512,1.006311993,1.007535416,0.006139454,0.045891932,1.002582298,0.007214712,398424.9656,885573.2693,0,52185219,63
1238,0.095734127,1.099559516,3,0.084700705,0,1.009475425,1.012704174,1.009137101,0.009028078,0.106587713,1.005516324,0.015776778,270996.0011,1227296.638,0,1598515993,63
1239,0,1.080265597,3,0,0.052947907,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,13822383,63
1240,0.243551587,1.046984181,0,0.131491382,0,1.003570816,1.005405405,1.043804138,0.027415253,0.229829756,1.017405088,0.045642149,485087.8591,3076060.976,0,16131616,63
1241,0.074404762,1.027621022,4,0.026188562,0,1.00297494,1.00450045,1.000320342,0.000371481,0.153219837,1.00019921,0.000134705,2747.185254,9779.290256,0,2115722405,63
1242,0.03125,1.052825492,0,0.055139028,0,1.008590066,1.007220217,1,-1.81E-15,0.023316062,1,1.48E-15,0,0,0.0002098,4474317090,63
1243,0,1.035028799,0,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,2269445985,63
1244,0.090277778,1.072867724,4,0.037973865,0,1.004634586,1.006311993,1.00748223,0.007065167,0.082161362,1.003562193,0.006696931,148477.6581,868686.9413,0,202452038,63
1245,0,0,0,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,16671667,63
1246,0,1.051441493,2,0,0,1.001282794,1.001795332,1,-1.81E-15,0,1,1.48E-15,0,0,0,21762175,63
1247,0,1.053429791,15,0,0,1.000143335,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,2259122593,63
1248,0.265376984,1.012098722,4,0.127776634,0.027917926,1.00010194,1,1.002013327,0.00116154,0.202442635,1.000684081,0.002340352,71675.06725,279856.3493,0,622312927,63
1249,0.01984127,1.016371287,8,0.019671224,0,1.001968123,1.002695418,1.000380524,0.000636008,0.027387121,1.000147603,0.000627257,45538.29617,77652.28282,0,225634989,63
1250,0,0,1,0,0.301942589,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,15911591,63
1251,0,1.0395267,0,0,0.040582839,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,379127106,63
1252,0,1.062248859,3,0,0,1.003864265,1.002695418,1,-1.81E-15,0,1,1.48E-15,0,0,0,1087134876,63
1253,0,1.025193294,0,0,0,1.001915467,1.000896861,1,-1.81E-15,0,1,1.48E-15,0,0,0,744930330,63
1254,0,1.069478941,0,0,0,1.000665989,1.000896861,1,-1.81E-15,0,1,1.48E-15,0,0,0,5983460,63
1255,0,1.03296539,6,0,0.041687672,1.001381848,1.001795332,1,-1.81E-15,0.000370096,1,1.48E-15,0,0,0,85532007,63
1256,0,0.83301234,0,0,0,1,1,1,-1.81E-15,0,1,1.48E-15,0,0,0,102624314,63
1257,0.000992063,1.158198859,0,0.011043379,0,1,1,1,-1.81E-15,0.028497409,1,1.48E-15,0,0,0,2741626,63
0,0.012400794,1.02455039,3,0.002950285,0,1.000915083,1.001779359,1,-1.32E-15,0.012213175,1,0,0,0,0,16351636,64
1,0,0.869966962,7,0,0.101462403,1,1,1,-1.32E-15,0,1,0,0,0,0,16591662,64
2,0,1.004549818,0,0,0.123732184,1.000758656,1.001779359,1,-1.32E-15,0,1,0,0,0,0,2120011283,64
3,0,0.989008661,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,2280614058,64
4,0.005952381,1.067956981,0,0.001747938,0,1,1,1.000121523,0.000453743,0.041080681,1.000429778,6.28E-05,4800.960129,22430.50346,0,1858919250,64
5,0,0.954464508,3,0,0.134357072,1,1,1,-1.32E-15,0,1,0,0,0,0,14891492,64
6,0,1.011297653,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,545930574,64
7,0,1.067227967,6,0,0.060924295,1,1,1,-1.32E-15,0,1,0,0,0,0,18181561,64
8,0,1.086963851,0,0.007741499,0,1,1,1,-1.32E-15,0.000740192,1,0,0,0,0,1277812787,64
9,0.02827381,1.054218381,0,0.00730201,0,1,1,1.000729595,0.000263549,0.022205774,1.000077612,0.000228941,62989.49947,64725.51866,0,2430528,64
10,0.03125,1.029286586,3,0.002451554,0,1.004694174,1.003565062,1.003120343,0.001880645,0.025166543,1.000115214,0.000235641,58450.24411,60511.16756,0,1085423158,64
11,0.081845238,1.086418583,0,0.068714191,0,1,1,1,-1.32E-15,0,1,0,0,0,0,35823580,64
12,0.061507937,1.010738794,0,0.045470696,0.05664537,1,1,1,-1.32E-15,0.045891932,1,0,0,0,0.000107846,687713395,64
13,0.026785714,1.010537006,6,0.007984515,0,1.003341601,1.007155635,1.001905939,0.006230159,0.033678756,1.000586879,0.000399476,45590.63052,62299.88954,0,1409214129,64
14,0,1.112803245,5,0,0.100882317,1,1,1,-1.32E-15,0,1,0,0,0,0,15681570,64
15,0.05109127,1.012156507,0,0.054157084,0.000156545,1,1,1.004288833,0.003793287,0.097335307,1.001782412,0.003914368,341011.7097,809574.9054,0,1234812253,64
16,0,1.014381218,0,0,0.031109652,1,1,1,-1.32E-15,0,1,0,0,0,0,29951640,64
17,0.271825397,1.031763892,0,0.298859064,0.174789723,1.0011182,1.001779359,1.097608963,0.04429605,0.247594375,1.037977871,0.099369593,2253353.179,6547884.945,0,1625016253,64
18,0,1.053060777,1,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,165725441,64
19,0,1.044478582,12,0,0,1.000023569,1,1,-1.32E-15,0,1,0,0,0,0,2258622589,64
20,0,1.038420703,1,0.002032882,0.721502858,1,1,1,-1.32E-15,0,1,0,0,0,0,105372676,64
21,0,0.996837926,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,14431518,64
22,0.033234127,1.04573833,0,0.013734923,0,1,1,1.007980923,0.005070183,0.027757217,1.001908022,0.002878769,483076.214,661465.5594,0,215414396,64
23,0,0,0,0,0.001674099,1,1,1,-1.32E-15,0,1,0,0,0,0,16441644,64
24,0,0.980187875,13,0,0,1.00003258,1,1,-1.32E-15,0,1,0,0,0,0,2258622587,64
25,0.01140873,1.012801561,0,0.023498993,0.097996692,1,1,1,-1.32E-15,0,1,0,0,0,0,1093115415,64
26,0,1.00943244,6,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,15431544,64
27,0.05109127,0.98686795,0,0.054157084,0.00299613,1.003276156,1.003565062,1.004288833,0.003793287,0.097335307,1.001782412,0.003914368,341011.7097,809574.9054,0,1229512286,64
28,0,1.025599307,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,2269415821,64
29,0.029265873,1.041598734,5,0.019954335,0,1.038611846,1.062264151,1.006344087,0.015821853,0.024796447,1.005194525,0.003628328,915249.0645,953062.6822,0,78737879,64
30,0.029265873,1.060410595,0,0.091082811,0,1,1,1,-1.32E-15,0,1,0,0,0,0,34368047,64
31,0,1.059883213,2,0,0.24552723,1,1,1,-1.32E-15,0,1,0,0,0,0,1056310355,64
32,0.081349206,1.093256467,6,0.058212693,0.003970797,1,1,1.011310739,0.007310181,0.076609919,1.00537442,0.00960048,464825.2731,1139903.729,0,25514641,64
33,0,1.041533795,5,0.002769247,0.071634816,1.00181216,1.001779359,1,-1.32E-15,0.015914138,1,0,0,0,0,85478553,64
34,0.018353175,1.049040149,4,0.004305876,0,1.003908455,1.007155635,1.000384116,0.001076399,0.017394523,1.000129702,7.33E-05,28972.76135,29336.39459,0,36033540,64
35,0,1.010206286,2,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1405837366,64
36,0.132440476,1.133245647,0,0.094250091,0,1,1,1.007403825,0.006872928,0.128793486,1.003738957,0.006870289,195145.9607,922436.8873,0,1811345,64
37,0,1.004113874,3,0,0.00170178,1,1,1,-1.32E-15,0,1,0,0,0,0,31683170,64
38,0,1.030948016,0,0,0.332736756,1,1,1,-1.32E-15,0,1,0,0,0,0,1667340014,64
39,0,1.039108,13,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,225863929,64
40,0,0.993815946,2,8.82E-06,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17251859,64
41,0,1.039257592,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,2306522721,64
42,0.128968254,1.050472753,3,0.15259095,0,1.000038746,1,1.008914379,0.006712769,0.132124352,1.005562217,0.011017297,347016.4014,1069537.731,0,2287522879,64
43,0,0,6,0,0.049529522,1,1,1,-1.32E-15,0,1,0,0,0,0,17001700,64
44,0,1.035264,4,0.008173953,0,1,1,1,-1.32E-15,0.012583272,1,0,0,0,0,12811997,64
45,0,1.015021558,6,0,0.034658015,1,1,1,-1.32E-15,0,1,0,0,0,0,17001703,64
46,0.023809524,0.998977159,2,0.036709819,4.34E-05,1.001805972,1.003565062,1.000394185,0.001219716,0.035159141,1.001762541,0.000646301,53616.23377,96540.26136,0,61896084,64
47,0,0,0,0,0.19106555,1,1,1,-1.32E-15,0,1,0,0,0,0,14191419,64
48,0,0.992508929,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1288395,64
49,0,1.041563837,1,0.024124387,0.191630521,1,1,1,-1.32E-15,0.000740192,1,0,0,0,0,124662995,64
50,0,1.056490649,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,92624215,64
51,0,1.024444705,3,0.000110457,0.206432413,1,1,1,-1.32E-15,0.00592154,1,0,0,0,0,24632465,64
52,0.024305556,1.042303662,3,0.049020933,0,1.000664922,1.001779359,1.002205648,0.001999121,0.034048853,1.001482997,0.003453874,640676.6534,1182426.082,0,21894849,64
53,0,1.063790211,1,2.54E-05,0.037095412,1,1,1,-1.32E-15,0.000370096,1,0,0,0,0,32281688,64
54,0.05109127,1.179550755,2,0.037155877,0.068235101,1,1,1,-1.32E-15,0,1,0,0,0,0,2298910367,64
55,0,1.040906828,2,0.000213597,0.122376429,1,1,1,-1.32E-15,0,1,0,0,0,0,15021505,64
56,0,1.040697814,0,0,0,1.006892927,1.001779359,1,-1.32E-15,0,1,0,0,0,0,2308146370,64
57,0.097222222,1.070021994,0,0.083171747,0,1,1,1.012862843,0.007977388,0.108438194,1.003766364,0.00889861,434160.8732,1218611.56,0,2178436,64
58,0,1.048512,0,0.008435843,0,1,1,1,-1.32E-15,0.015173945,1,0,0,0,0,13101316,64
59,0,1.066261556,5,0,0.148652686,1,1,1,-1.32E-15,0,1,0,0,0,0,124152227,64
60,0.019345238,1.040222663,6,0.004407872,0,1.001404576,1.003565062,1.000067227,9.80E-05,0.012583272,1.000009967,8.86E-06,1919.157698,2143.910721,0,1605722693,64
61,0,1.015840067,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,235151070,64
62,0,1.023380594,1,0,0,1.00519107,1.001779359,1,-1.32E-15,0,1,0,0,0,0,690630196,64
63,0,0,6,0,0.031398932,1,1,1,-1.32E-15,0,1,0,0,0,0,14291429,64
64,0,1.013132652,1,0.126670808,0.025959042,1,1,1,-1.32E-15,0,1,0,0,0,0,1111511121,64
65,0.00297619,1.039832439,0,0.004241469,0,1.001437762,1.003565062,1.000083585,0.000395745,0.015173945,1.000272734,0.000148363,13102.76684,24900.20272,0,206329339,64
66,0.03125,1.042248889,0,0.022917464,0.017863422,1.004349359,1.003565062,1,-1.32E-15,0.023316062,1,0,0,0,5.44E-05,2308117509,64
67,0,1.021285483,2,0,0,1.002099953,1.005357143,1,-1.32E-15,0,1,0,0,0,0,37681913,64
68,0,1.074581194,2,0,0,1.004720281,1.001779359,1,-1.32E-15,0,1,0,0,0,0,2257345862,64
69,0,1.159792664,8,0,0.046839848,1,1,1,-1.32E-15,0,1,0,0,0,0,15611558,64
70,0,1.017593359,0,0.037166337,0.035003505,1,1,1,-1.32E-15,0.011843079,1,0,0,0,0,1100711099,64
71,0,1.162761223,3,0,0.008360706,1,1,1,-1.32E-15,0,1,0,0,0,0,7811466,64
72,0,0.990202805,12,0,0,1.000049155,1,1,-1.32E-15,0,1,0,0,0,0,225893929,64
73,0,1.064826623,0,0,0.098883256,1.001021411,1.001779359,1,-1.32E-15,0,1,0,0,0,0,1077019636,64
74,0,0.993436289,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,7556,64
75,0,1.025636256,1,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,5281401,64
76,0.099702381,1.118594538,4,0.120484409,0,1,1,1.006731069,0.005626706,0.094004441,1.004614879,0.008927816,522124.3355,1331659.51,0,4362726,64
77,0,1.007122281,0,0,0.147241469,1,1,1,-1.32E-15,0,1,0,0,0,0,11181419,64
78,0.05109127,1.042288745,0,0.028613345,0,1,1,1.002357925,0.001750849,0.08919319,1.001069293,0.001354326,68659.43943,282471.9939,0,12711896,64
79,0.048115079,1.014233194,2,0.03352882,0,1.003274296,1.007155635,1.0020077,0.003699359,0.043671355,1.001240209,0.001269896,133152.8877,276119.0543,0,2256321572,64
80,0,1.037399066,3,0,0.022395402,1,1,1,-1.32E-15,0,1,0,0,0,0,32503252,64
81,0.001488095,1.008485523,1,3.30E-05,0,1,1,1.000177187,0.000688256,0.011843079,1.000005873,4.66E-07,132.0668641,146.0375936,0,346022721,64
82,0.262400794,1.028871019,0,0.289144802,0.068526132,1,1,1.091258651,0.038540448,0.249444856,1.034304518,0.092788034,2194119.59,6588333.957,0,2261711531,64
83,0.02827381,1.069081502,0,0.00730201,0,1,1,1.000729595,0.000263549,0.022205774,1.000077612,0.000228941,62989.49947,64725.51866,0,528636,64
84,0,0,0,0,0.228384575,1,1,1,-1.32E-15,0,1,0,0,0,0,14401440,64
85,0.001984127,1.048395882,2,0.00158154,0,1.013686393,1.008960573,1,-1.32E-15,0,1,0,0,0,0,78807879,64
86,0,0.946709047,0,0,0.238092654,1,1,1,-1.32E-15,0,1,0,0,0,0,14401443,64
87,0,1.050943068,0,0.029711102,0,1,1,1,-1.32E-15,0.047002221,1,0,0,0,0,1514264,64
88,0.036210317,1.061635744,0,0.051096647,0,1.001676754,1.001779359,1.000601918,0.001328466,0.020355292,1.001502287,0.000633286,47973.98502,92036.7346,0,2255113865,64
89,0,1.016755399,0,0,0.179814651,1,1,1,-1.32E-15,0,1,0,0,0,0,13751721,64
90,0,1.044670027,1,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,18901892,64
91,0,0,1,0,0.14646807,1,1,1,-1.32E-15,0,1,0,0,0,0,15211521,64
92,0.03125,1.041500057,0,0.113856696,0.016811214,1.003083497,1.003565062,1,-1.32E-15,0.023316062,1,0,0,0,0.000270042,82008047,64
93,0,0.967488841,2,0,0.250049744,1,1,1,-1.32E-15,0,1,0,0,0,0,15211523,64
94,0.000496032,1.029867693,3,0.001730092,0,1,1,1.000002223,2.94E-06,0.001110289,1.000000459,1.48E-07,59.71671708,59.71671708,0,21541859,64
95,0,1.024657219,0,0,0.074250053,1,1,1,-1.32E-15,0,1,0,0,0,0,16621663,64
96,0,1.061424058,0,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,12881336,64
97,0,0,0,0,0.173455153,1,1,1,-1.32E-15,0,1,0,0,0,0,15071507,64
98,0.005952381,1.061704011,0,0.001747938,0,1.001387073,1.003565062,1.000121523,0.000453743,0.041080681,1.000429778,6.28E-05,4800.960129,22430.50346,0,192505490,64
99,0,1.188342713,0,0.023253145,0,1,1,1,-1.32E-15,0.028497409,1,0,0,0,0,16241626,64
100,0,0.979158038,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17671768,64
101,0,0,6,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,15281528,64
102,0.025297619,1.086579602,3,0.006106965,0.19202758,1.000724985,1.001779359,1.001679067,0.002193921,0.030717987,1.000610195,0.00042705,70148.17736,122003.3889,0,227332983,64
103,0,1.019209458,3,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17671765,64
104,0,1.003346463,0,0.007460346,0,1,1,1,-1.32E-15,0.010362694,1,0,0,0,0,6471404,64
105,0,1.050727717,2,0.001162658,0,1,1,1,-1.32E-15,0.001850481,1,0,0,0,0,225695648,64
106,0,1.033671077,0,0,0.01109488,1,1,1,-1.32E-15,0,1,0,0,0,0,2267931718,64
107,0,0.972677658,1,0,0.000390795,1.00145911,1.001779359,1,-1.32E-15,0,1,0,0,0,0,2253538793,64
108,0,1.079415107,2,0,0.149132548,1,1,1,-1.32E-15,0,1,0,0,0,0,15791581,64
109,0.061507937,1.053532563,4,0.048976914,0.015027837,1,1,1.00411197,0.00276301,0.057364915,1.002121848,0.002801138,416598.8309,485008.3191,0,1129511375,64
110,0,1.001997164,1,0.02849873,0.00240615,1,1,1,-1.32E-15,0.01369356,1,0,0,0,0,2261314875,64
111,0.009920635,0.990034099,0,0.015999795,0.028305428,1,1,1,-1.32E-15,0,1,0,0,0,0,177416018,64
112,0.080853175,1.131428236,0,0.081248659,0.035382026,1,1,1.011242319,0.010919962,0.085122132,1.00482936,0.008838766,440193.8136,1017111.341,0,62097047,64
113,0,0,10,0,0.01600232,1,1,1,-1.32E-15,0,1,0,0,0,0,15631563,64
114,0.085813492,1.016666782,0,0.144863386,0,1.003863135,1.008960573,1,-1.32E-15,0,1,0,0,0,0,52965592,64
115,0,1.060813494,5,0,0.018672614,1,1,1,-1.32E-15,0.010362694,1,0,0,0,0,29451636,64
116,0,0,6,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,14281428,64
117,0.061507937,1.026473827,7,0.111439583,0,1,1,1.000205653,0.000175459,0.064026647,1.000188891,0.000378016,9071.86233,24837.94881,0,2288316235,64
118,0.03125,1.006808586,5,0.021145528,0.003083763,1,1,1,-1.32E-15,0.023316062,1,0,0,0,5.02E-05,26033702,64
119,0,1.072851179,1,0.0143141,0,1.002374895,1.005357143,1,-1.32E-15,0.014803849,1,0,0,0,0,34891459,64
120,0.008928571,1.019805138,1,0.015640256,0.101714885,1.000659938,1.001779359,1.000286259,0.000940551,0.028497409,1.001027073,0.000369719,87199.2509,101892.041,0,1674522895,64
121,0,1.05966,5,8.82E-06,0,1,1,1,-1.32E-15,0,1,0,0,0,0,13541725,64
122,0,1.029836559,3,0.001295945,0.133319827,1,1,1,-1.32E-15,0.001850481,1,0,0,0,0,73623529,64
123,0,1.035371373,7,0,0.010717337,1,1,1,-1.32E-15,0,1,0,0,0,0,15281809,64
124,0.029761905,1.049015984,9,0.024329916,0,1.003189825,1.001779359,1.000875665,0.000941637,0.031088083,1.000437696,0.000714854,118452.0192,196386.2437,0,2242522453,64
125,0,0.965906827,3,0,0.049925031,1,1,1,-1.32E-15,0,1,0,0,0,0,247821492,64
126,0.03125,1.038051392,2,0.028177414,0.012077181,1.001209876,1,1,-1.32E-15,0,1,0,0,0,0,1553415537,64
127,0.01140873,1.032481914,0,0.005951814,0,1.000136,1,1.000011054,2.97E-05,0.017024426,1.000033074,1.10E-05,923.6326699,1789.120166,0,857422865,64
128,0,1.043596209,6,0,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1156115791,64
129,0,1.096065676,3,0,0.295584047,1,1,1,-1.32E-15,0,1,0,0,0,0,15681757,64
130,0.09077381,1.040454435,3,0.05365115,0.01277879,1,1,1.005293601,0.004837173,0.080680977,1.002839125,0.003104425,359256.6021,849708.1964,0,1317013228,64
131,0,0.977206862,0,0,0.340185097,1,1,1,-1.32E-15,0,1,0,0,0,0,1121234571,64
132,0,1.050489622,8,0,0.002580946,1,1,1,-1.32E-15,0,1,0,0,0,0,15561557,64
133,0,0.807530299,2,0,0.358859508,1,1,1,-1.32E-15,0,1,0,0,0,0,243141770,64
134,0,1.121771627,0,0.000125043,0,1,1,1,-1.32E-15,0.012213175,1,0,0,0,0,2702046,64
135,0,1.030388523,6,0.067362977,0,1,1,1,-1.32E-15,0,1,0,0,0,0,1157915791,64
136,0.000496032,1.017482242,2,0.001721274,0,1,1,1,-1.32E-15,0,1,0,0,0,0,17351736,64
137,0.03125,1.053462093,0,0.034266924,0.022966622,1.008008503,1.014414414,1,-1.32E-15,0.023316062,1,0,0,0,8.13E-05,1057821462,64
138,0,1.051059604,1,0,0.270664739,1,1,1,-1.32E-15,0,1,0,0,0,0,15881591,64
